Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1631523307.0,303466000.0,37.808718,-122.49763,5.390938,0.827253,0.56183,52.0,31.0,10.0,1.0,1631523307.0,338310494.0,37.819048,-122.477397,7.178928,-0.99454,-0.104354,36.0,12.0,4.0,1.0,1631523307.0,338311357.0,37.80628,-122.44601,5.09864,0.921459,0.388476,36.0,14.0,2.0,1.0,1631523307.0,366742520.0,37.840907,-122.467605,11.048014,-0.014021,0.999902,60.0,14.0,5.0,1.0,1631523307.0,368126190.0,37.811332,-122.493091,4.999455,0.85432,0.519747,31.0,39.0,11.0,1.0,291.05833333333334,8.823611111111111,10.0
1631523308.0,303466000.0,37.808732,-122.497604,5.391264,0.826923,0.562315,52.0,31.0,10.0,0.995128,1631523308.0,338310494.0,37.819045,-122.477439,7.187789,-0.994761,-0.102231,36.0,12.0,4.0,0.996253,1631523308.0,338311357.0,37.806289,-122.445982,5.073033,0.920717,0.390231,36.0,14.0,2.0,0.995527,1631523308.0,366742520.0,37.840958,-122.467606,11.049291,-0.016701,0.999861,60.0,14.0,5.0,0.996165,1631523308.0,368126190.0,37.811344,-122.493065,5.002418,0.854627,0.519243,31.0,39.0,11.0,0.99588,291.06666666666666,8.822222222222223,10.0
1631523309.0,303466000.0,37.808746,-122.497578,5.391474,0.826572,0.562831,52.0,31.0,10.0,0.990257,1631523309.0,338310494.0,37.819041,-122.477481,7.19685,-0.994976,-0.100112,36.0,12.0,4.0,0.9925,1631523309.0,338311357.0,37.806298,-122.445955,5.047709,0.91998,0.391965,36.0,14.0,2.0,0.991078,1631523309.0,366742520.0,37.841009,-122.467607,11.050511,-0.019367,0.999812,60.0,14.0,5.0,0.992327,1631523309.0,368126190.0,37.811356,-122.49304,5.005195,0.854919,0.518761,31.0,39.0,11.0,0.991758,291.075,8.820833333333333,10.0
1631523310.0,303466000.0,37.80876,-122.497552,5.391568,0.826201,0.563376,52.0,31.0,10.0,0.985386,1631523310.0,338310494.0,37.819038,-122.477522,7.206113,-0.995187,-0.097997,36.0,12.0,4.0,0.988743,1631523310.0,338311357.0,37.806307,-122.445928,5.022669,0.919249,0.393676,36.0,14.0,2.0,0.986653,1631523310.0,366742520.0,37.84106,-122.467608,11.051672,-0.02202,0.999758,60.0,14.0,5.0,0.988486,1631523310.0,368126190.0,37.811368,-122.493015,5.007786,0.855198,0.518301,31.0,39.0,11.0,0.987633,291.0833333333333,8.819444444444445,10.0
1631523311.0,303466000.0,37.808774,-122.497526,5.391546,0.825809,0.563951,52.0,31.0,10.0,0.980515,1631523311.0,338310494.0,37.819035,-122.477564,7.215576,-0.995392,-0.095887,36.0,12.0,4.0,0.984981,1631523311.0,338311357.0,37.806317,-122.445901,4.997911,0.918524,0.395366,36.0,14.0,2.0,0.982252,1631523311.0,366742520.0,37.841111,-122.467609,11.052775,-0.024659,0.999696,60.0,14.0,5.0,0.984642,1631523311.0,368126190.0,37.81138,-122.49299,5.01019,0.855463,0.517864,31.0,39.0,11.0,0.983505,291.09166666666664,8.818055555555556,10.0
1631523312.0,303466000.0,37.808788,-122.4975,5.39141,0.825395,0.564555,52.0,31.0,10.0,0.975645,1631523312.0,338310494.0,37.819032,-122.477607,7.22524,-0.995593,-0.093781,36.0,12.0,4.0,0.981214,1631523312.0,338311357.0,37.806326,-122.445874,4.973433,0.917805,0.397032,36.0,14.0,2.0,0.977874,1631523312.0,366742520.0,37.841163,-122.467611,11.053818,-0.027283,0.999628,60.0,14.0,5.0,0.980796,1631523312.0,368126190.0,37.811392,-122.492965,5.012408,0.855715,0.517448,31.0,39.0,11.0,0.979375,291.1,8.816666666666666,10.0
1631523313.0,303466000.0,37.808803,-122.497474,5.391158,0.824961,0.56519,52.0,31.0,10.0,0.970776,1631523313.0,338310494.0,37.819029,-122.477649,7.235105,-0.995788,-0.091681,36.0,12.0,4.0,0.977442,1631523313.0,338311357.0,37.806335,-122.445847,4.949236,0.917092,0.398675,36.0,14.0,2.0,0.97352,1631523313.0,366742520.0,37.841214,-122.467613,11.054798,-0.029894,0.999553,60.0,14.0,5.0,0.976946,1631523313.0,368126190.0,37.811404,-122.49294,5.014438,0.855952,0.517054,31.0,39.0,11.0,0.975242,291.1083333333333,8.815277777777778,10.0
1631523314.0,303466000.0,37.808817,-122.497448,5.390792,0.824505,0.565854,52.0,31.0,10.0,0.965908,1631523314.0,338310494.0,37.819025,-122.477691,7.24517,-0.995979,-0.089585,36.0,12.0,4.0,0.973665,1631523314.0,338311357.0,37.806344,-122.445821,4.925318,0.916387,0.400294,36.0,14.0,2.0,0.969189,1631523314.0,366742520.0,37.841265,-122.467615,11.055717,-0.032492,0.999472,60.0,14.0,5.0,0.973095,1631523314.0,368126190.0,37.811416,-122.492915,5.016282,0.856177,0.516683,31.0,39.0,11.0,0.971108,291.1166666666667,8.813888888888888,10.0
1631523315.0,303466000.0,37.808831,-122.497422,5.390312,0.824028,0.566549,52.0,31.0,10.0,0.961041,1631523315.0,338310494.0,37.819022,-122.477733,7.255436,-0.996165,-0.087495,36.0,12.0,4.0,0.969883,1631523315.0,338311357.0,37.806353,-122.445794,4.901679,0.915688,0.401889,36.0,14.0,2.0,0.96488,1631523315.0,366742520.0,37.841316,-122.467617,11.056571,-0.035075,0.999385,60.0,14.0,5.0,0.96924,1631523315.0,368126190.0,37.811428,-122.49289,5.017939,0.856388,0.516333,31.0,39.0,11.0,0.966972,291.125,8.8125,10.0
1631523316.0,303466000.0,37.808845,-122.497396,5.389719,0.82353,0.567273,52.0,31.0,10.0,0.956174,1631523316.0,338310494.0,37.819019,-122.477775,7.265901,-0.996346,-0.085409,36.0,12.0,4.0,0.966095,1631523316.0,338311357.0,37.806362,-122.445768,4.878317,0.914998,0.403459,36.0,14.0,2.0,0.960594,1631523316.0,366742520.0,37.841367,-122.467619,11.057361,-0.037645,0.999291,60.0,14.0,5.0,0.965383,1631523316.0,368126190.0,37.81144,-122.492865,5.019408,0.856585,0.516006,31.0,39.0,11.0,0.962834,291.1333333333333,8.811111111111112,10.0
