Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1628598736.0,338310494.0,37.82465,-122.473433,4.152477,0.362747,-0.931888,36.0,12.0,4.0,1.0,1628598736.0,366864850.0,37.834833,-122.445958,8.747145,-0.852591,0.522578,60.0,19.0,10.0,1.0,1628598736.0,366981360.0,37.821811,-122.464879,13.26431,0.958791,0.284113,60.0,21.0,7.0,1.0,1628598736.0,368052630.0,37.819798,-122.474971,10.450814,0.97465,0.223733,60.0,42.0,10.0,1.0,1628598736.0,368060190.0,37.81722,-122.44075,16.093276,-0.989096,-0.14727,50.0,21.0,6.0,1.0,349.6333333333333,4.0,10.0
1628598737.0,338310494.0,37.824632,-122.473424,4.155665,0.364708,-0.931122,36.0,12.0,4.0,0.997551,1628598737.0,366864850.0,37.834854,-122.446002,8.742558,-0.852514,0.522704,60.0,19.0,10.0,0.997417,1628598737.0,366981360.0,37.821828,-122.464805,13.255458,0.958865,0.283864,60.0,21.0,7.0,0.997104,1628598737.0,368052630.0,37.819809,-122.474911,10.443119,0.975478,0.220096,60.0,42.0,10.0,0.997164,1628598737.0,368060190.0,37.817209,-122.440843,16.101732,-0.988903,-0.148561,50.0,21.0,6.0,0.997418,349.64166666666665,4.0,10.0
1628598738.0,338310494.0,37.824614,-122.473415,4.158706,0.366637,-0.930364,36.0,12.0,4.0,0.995098,1628598738.0,366864850.0,37.834876,-122.446046,8.737756,-0.852437,0.52283,60.0,19.0,10.0,0.994836,1628598738.0,366981360.0,37.821846,-122.46473,13.246127,0.958941,0.283606,60.0,21.0,7.0,0.994209,1628598738.0,368052630.0,37.81982,-122.474851,10.43592,0.976242,0.216682,60.0,42.0,10.0,0.994329,1628598738.0,368060190.0,37.817198,-122.440936,16.110145,-0.988711,-0.149836,50.0,21.0,6.0,0.994834,349.65,4.0,10.0
1628598739.0,338310494.0,37.824596,-122.473406,4.161598,0.368534,-0.929614,36.0,12.0,4.0,0.992642,1628598739.0,366864850.0,37.834897,-122.446089,8.732737,-0.852359,0.522957,60.0,19.0,10.0,0.992256,1628598739.0,366981360.0,37.821863,-122.464656,13.236317,0.95902,0.28334,60.0,21.0,7.0,0.991317,1628598739.0,368052630.0,37.81983,-122.474792,10.42919,0.976945,0.213492,60.0,42.0,10.0,0.991495,1628598739.0,368060190.0,37.817187,-122.44103,16.118516,-0.988519,-0.151095,50.0,21.0,6.0,0.99225,349.6583333333333,4.0,10.0
1628598740.0,338310494.0,37.824578,-122.473397,4.164341,0.370399,-0.928873,36.0,12.0,4.0,0.990183,1628598740.0,366864850.0,37.834918,-122.446133,8.727503,-0.852282,0.523083,60.0,19.0,10.0,0.989678,1628598740.0,366981360.0,37.821881,-122.464582,13.226028,0.959101,0.283065,60.0,21.0,7.0,0.988427,1628598740.0,368052630.0,37.81984,-122.474732,10.422906,0.977588,0.210529,60.0,42.0,10.0,0.988663,1628598740.0,368060190.0,37.817176,-122.441123,16.126843,-0.988329,-0.152337,50.0,21.0,6.0,0.989664,349.6666666666667,4.0,10.0
1628598741.0,338310494.0,37.82456,-122.473388,4.166933,0.372232,-0.92814,36.0,12.0,4.0,0.987721,1628598741.0,366864850.0,37.834939,-122.446176,8.722053,-0.852204,0.52321,60.0,19.0,10.0,0.987102,1628598741.0,366981360.0,37.821898,-122.464507,13.21526,0.959184,0.282783,60.0,21.0,7.0,0.985538,1628598741.0,368052630.0,37.819851,-122.474672,10.417045,0.978173,0.207793,60.0,42.0,10.0,0.985832,1628598741.0,368060190.0,37.817164,-122.441216,16.135126,-0.988139,-0.153563,50.0,21.0,6.0,0.987077,349.675,4.0,10.0
1628598742.0,338310494.0,37.824542,-122.473379,4.169374,0.374034,-0.927415,36.0,12.0,4.0,0.985256,1628598742.0,366864850.0,37.83496,-122.44622,8.716451,-0.852123,0.523341,60.0,19.0,10.0,0.984527,1628598742.0,366981360.0,37.821915,-122.464433,13.204013,0.95927,0.282492,60.0,21.0,7.0,0.982652,1628598742.0,368052630.0,37.819861,-122.474613,10.411586,0.978702,0.205285,60.0,42.0,10.0,0.983002,1628598742.0,368060190.0,37.817153,-122.44131,16.143363,-0.98795,-0.154773,50.0,21.0,6.0,0.984489,349.68333333333334,4.0,10.0
1628598743.0,338310494.0,37.824524,-122.47337,4.171664,0.375804,-0.926699,36.0,12.0,4.0,0.982788,1628598743.0,366864850.0,37.834981,-122.446264,8.710962,-0.852032,0.52349,60.0,19.0,10.0,0.981954,1628598743.0,366981360.0,37.821932,-122.464359,13.192288,0.959358,0.282192,60.0,21.0,7.0,0.979769,1628598743.0,368052630.0,37.81987,-122.474553,10.406512,0.979177,0.203007,60.0,42.0,10.0,0.980174,1628598743.0,368060190.0,37.817141,-122.441403,16.151553,-0.987762,-0.155967,50.0,21.0,6.0,0.9819,349.69166666666666,4.0,10.0
1628598744.0,338310494.0,37.824506,-122.473361,4.173801,0.377545,-0.925991,36.0,12.0,4.0,0.980318,1628598744.0,366864850.0,37.835002,-122.446307,8.705649,-0.851927,0.523661,60.0,19.0,10.0,0.979383,1628598744.0,366981360.0,37.82195,-122.464285,13.180084,0.959448,0.281885,60.0,21.0,7.0,0.976888,1628598744.0,368052630.0,37.81988,-122.474493,10.401803,0.9796,0.20096,60.0,42.0,10.0,0.977347,1628598744.0,368060190.0,37.817129,-122.441497,16.159696,-0.987576,-0.157145,50.0,21.0,6.0,0.97931,349.7,4.0,10.0
1628598745.0,338310494.0,37.824488,-122.473352,4.175785,0.379255,-0.925292,36.0,12.0,4.0,0.977845,1628598745.0,366864850.0,37.835023,-122.44635,8.700512,-0.851809,0.523852,60.0,19.0,10.0,0.976814,1628598745.0,366981360.0,37.821967,-122.464211,13.167401,0.959541,0.281568,60.0,21.0,7.0,0.974009,1628598745.0,368052630.0,37.81989,-122.474434,10.397446,0.97997,0.199143,60.0,42.0,10.0,0.97452,1628598745.0,368060190.0,37.817118,-122.44159,16.167791,-0.98739,-0.158307,50.0,21.0,6.0,0.976719,349.7083333333333,4.0,10.0
