Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1636358683.0,367098550.0,37.816785,-122.454244,6.937083,0.997054,-0.076703,31.0,35.0,9.0,1.0,1636358683.0,367595350.0,37.845465,-122.444472,6.890849,-0.102819,0.9947,37.0,10.0,0.0,1.0,1636358683.0,368180460.0,37.79432,-122.50069,1.017872,-0.995025,-0.099624,52.0,34.0,10.0,1.0,1636358683.0,477333700.0,37.809076,-122.499882,11.389514,0.865679,0.500599,70.0,0.0,0.0,1.0,1636358683.0,538005773.0,37.820473,-122.482734,13.828482,-0.910721,-0.413021,80.0,184.0,27.0,1.0,67.575,3.8047222222222223,10.0
1636358684.0,367098550.0,37.816783,-122.454203,6.946081,0.997001,-0.077393,31.0,35.0,9.0,0.99575,1636358684.0,367595350.0,37.845497,-122.444476,6.888268,-0.103081,0.994673,37.0,10.0,0.0,0.995493,1636358684.0,368180460.0,37.79432,-122.500696,1.02011,-0.994861,-0.101246,52.0,34.0,10.0,0.995965,1636358684.0,477333700.0,37.809103,-122.499824,11.372363,0.865994,0.500054,70.0,0.0,0.0,0.995244,1636358684.0,538005773.0,37.820446,-122.482808,13.824289,-0.910947,-0.412523,80.0,184.0,27.0,0.995624,67.6,3.804444444444445,10.0
1636358685.0,367098550.0,37.81678,-122.454163,6.954851,0.996947,-0.078076,31.0,35.0,9.0,0.991494,1636358685.0,367595350.0,37.845529,-122.444481,6.885584,-0.103358,0.994644,37.0,10.0,0.0,0.990987,1636358685.0,368180460.0,37.794319,-122.500702,1.022336,-0.994697,-0.102847,52.0,34.0,10.0,0.991921,1636358685.0,477333700.0,37.809129,-122.499767,11.355703,0.866305,0.499515,70.0,0.0,0.0,0.990496,1636358685.0,538005773.0,37.82042,-122.482882,13.820647,-0.911167,-0.412036,80.0,184.0,27.0,0.991248,67.625,3.804166666666666,10.0
1636358686.0,367098550.0,37.816778,-122.454122,6.963392,0.996894,-0.078754,31.0,35.0,9.0,0.987233,1636358686.0,367595350.0,37.84556,-122.444485,6.882798,-0.103652,0.994614,37.0,10.0,0.0,0.986483,1636358686.0,368180460.0,37.794319,-122.500708,1.024549,-0.994532,-0.104428,52.0,34.0,10.0,0.987869,1636358686.0,477333700.0,37.809155,-122.499709,11.339534,0.866613,0.498982,70.0,0.0,0.0,0.985753,1636358686.0,538005773.0,37.820393,-122.482955,13.817555,-0.911381,-0.411563,80.0,184.0,27.0,0.986873,67.65,3.803888888888889,10.0
1636358687.0,367098550.0,37.816775,-122.454081,6.971703,0.996841,-0.079426,31.0,35.0,9.0,0.982967,1636358687.0,367595350.0,37.845592,-122.444489,6.879909,-0.103962,0.994581,37.0,10.0,0.0,0.98198,1636358687.0,368180460.0,37.794318,-122.500714,1.026751,-0.994367,-0.105988,52.0,34.0,10.0,0.983808,1636358687.0,477333700.0,37.809182,-122.499652,11.323856,0.866916,0.498454,70.0,0.0,0.0,0.981017,1636358687.0,538005773.0,37.820367,-122.483029,13.815012,-0.911589,-0.411102,80.0,184.0,27.0,0.982499,67.675,3.803611111111111,10.0
1636358688.0,367098550.0,37.816773,-122.454041,6.979785,0.996787,-0.080093,31.0,35.0,9.0,0.978696,1636358688.0,367595350.0,37.845624,-122.444493,6.876917,-0.104288,0.994547,37.0,10.0,0.0,0.97748,1636358688.0,368180460.0,37.794318,-122.50072,1.028941,-0.994202,-0.107528,52.0,34.0,10.0,0.979738,1636358688.0,477333700.0,37.809208,-122.499594,11.308668,0.867216,0.497932,70.0,0.0,0.0,0.976286,1636358688.0,538005773.0,37.820341,-122.483103,13.813018,-0.911791,-0.410654,80.0,184.0,27.0,0.978126,67.7,3.803333333333333,10.0
1636358689.0,367098550.0,37.81677,-122.454,6.987644,0.996734,-0.08075,31.0,35.0,9.0,0.97442,1636358689.0,367595350.0,37.845655,-122.444497,6.873823,-0.10463,0.994511,37.0,10.0,0.0,0.972981,1636358689.0,368180460.0,37.794317,-122.500726,1.031118,-0.994036,-0.109049,52.0,34.0,10.0,0.975659,1636358689.0,477333700.0,37.809234,-122.499537,11.293971,0.867512,0.497417,70.0,0.0,0.0,0.971562,1636358689.0,538005773.0,37.820315,-122.483177,13.811574,-0.911987,-0.410218,80.0,184.0,27.0,0.973753,67.725,3.8030555555555554,10.0
1636358690.0,367098550.0,37.816767,-122.453959,6.995303,0.996683,-0.081383,31.0,35.0,9.0,0.97014,1636358690.0,367595350.0,37.845687,-122.444502,6.870626,-0.104989,0.994473,37.0,10.0,0.0,0.968484,1636358690.0,368180460.0,37.794317,-122.500732,1.033284,-0.993871,-0.11055,52.0,34.0,10.0,0.971572,1636358690.0,477333700.0,37.80926,-122.499479,11.279765,0.867804,0.496907,70.0,0.0,0.0,0.966843,1636358690.0,538005773.0,37.820288,-122.483251,13.810678,-0.912177,-0.409796,80.0,184.0,27.0,0.969379,67.75,3.8027777777777776,10.0
1636358691.0,367098550.0,37.816765,-122.453918,7.002769,0.996633,-0.08199,31.0,35.0,9.0,0.965854,1636358691.0,367595350.0,37.845718,-122.444506,6.867327,-0.105363,0.994434,37.0,10.0,0.0,0.963989,1636358691.0,368180460.0,37.794316,-122.500738,1.035436,-0.993705,-0.112031,52.0,34.0,10.0,0.967477,1636358691.0,477333700.0,37.809286,-122.499422,11.266048,0.868092,0.496404,70.0,0.0,0.0,0.96213,1636358691.0,538005773.0,37.820262,-122.483324,13.81033,-0.912361,-0.409386,80.0,184.0,27.0,0.965006,67.775,3.8025,10.0
1636358692.0,367098550.0,37.816762,-122.453878,7.01004,0.996585,-0.082571,31.0,35.0,9.0,0.961565,1636358692.0,367595350.0,37.84575,-122.44451,6.863961,-0.105751,0.994393,37.0,10.0,0.0,0.959496,1636358692.0,368180460.0,37.794315,-122.500744,1.037577,-0.993539,-0.113493,52.0,34.0,10.0,0.963373,1636358692.0,477333700.0,37.809312,-122.499365,11.252822,0.868376,0.495907,70.0,0.0,0.0,0.957422,1636358692.0,538005773.0,37.820236,-122.483398,13.810531,-0.912539,-0.40899,80.0,184.0,27.0,0.960633,67.8,3.8022222222222224,10.0
