Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1624270609.0,338404000.0,37.850988,-122.450341,5.205725,0.862074,-0.506783,36.0,26.0,4.0,1.0,1624270609.0,366742520.0,37.8529,-122.47315,9.988585,0.317549,-0.948242,60.0,14.0,5.0,1.0,1624270609.0,366981360.0,37.817664,-122.457249,11.050858,-0.971192,0.238299,60.0,21.0,7.0,1.0,1624270609.0,367426580.0,37.817754,-122.483013,7.394806,-0.988128,-0.153635,30.0,15.0,4.0,1.0,1624270609.0,368052630.0,37.814955,-122.447766,8.805262,-0.99285,0.119367,60.0,42.0,10.0,1.0,1624270609.0,368103440.0,37.847478,-122.465032,6.766855,0.723318,-0.690515,36.0,13.0,4.0,1.0,315.8777777777778,5.809166666666666,10.0
1624270610.0,338404000.0,37.850975,-122.450314,5.195175,0.859129,-0.511759,36.0,26.0,4.0,0.99479,1624270610.0,366742520.0,37.852856,-122.473131,9.995021,0.317307,-0.948323,60.0,14.0,5.0,0.997943,1624270610.0,366981360.0,37.817676,-122.457312,11.050455,-0.971298,0.237864,60.0,21.0,7.0,0.996876,1624270610.0,367426580.0,37.817749,-122.483056,7.393711,-0.98799,-0.154515,30.0,15.0,4.0,0.997714,1624270610.0,368052630.0,37.81496,-122.447817,8.806516,-0.992826,0.119571,60.0,42.0,10.0,0.997893,1624270610.0,368103440.0,37.847456,-122.465004,6.808129,0.723447,-0.69038,36.0,13.0,4.0,0.997976,315.8888888888889,5.808333333333334,10.0
1624270611.0,338404000.0,37.850963,-122.450288,5.184832,0.856053,-0.516887,36.0,26.0,4.0,0.989589,1624270611.0,366742520.0,37.852812,-122.473113,10.001414,0.317064,-0.948404,60.0,14.0,5.0,0.995884,1624270611.0,366981360.0,37.817689,-122.457375,11.049951,-0.971436,0.237301,60.0,21.0,7.0,0.993751,1624270611.0,367426580.0,37.817743,-122.483099,7.392426,-0.987852,-0.155396,30.0,15.0,4.0,0.995428,1624270611.0,368052630.0,37.814965,-122.447868,8.807887,-0.992795,0.119826,60.0,42.0,10.0,0.995786,1624270611.0,368103440.0,37.847434,-122.464975,6.848618,0.723566,-0.690255,36.0,13.0,4.0,0.99594,315.9,5.8075,10.0
1624270612.0,338404000.0,37.850951,-122.450262,5.174713,0.852844,-0.522166,36.0,26.0,4.0,0.984398,1624270612.0,366742520.0,37.852768,-122.473094,10.007766,0.31682,-0.948486,60.0,14.0,5.0,0.993825,1624270612.0,366981360.0,37.817701,-122.457438,11.049349,-0.971604,0.236611,60.0,21.0,7.0,0.990627,1624270612.0,367426580.0,37.817738,-122.483142,7.390951,-0.987713,-0.156277,30.0,15.0,4.0,0.993143,1624270612.0,368052630.0,37.81497,-122.44792,8.809375,-0.992758,0.120131,60.0,42.0,10.0,0.993678,1624270612.0,368103440.0,37.847412,-122.464946,6.888322,0.723677,-0.690139,36.0,13.0,4.0,0.993892,315.9111111111111,5.806666666666667,10.0
1624270613.0,338404000.0,37.850938,-122.450236,5.164837,0.849496,-0.527595,36.0,26.0,4.0,0.979216,1624270613.0,366742520.0,37.852725,-122.473076,10.014075,0.316576,-0.948567,60.0,14.0,5.0,0.991765,1624270613.0,366981360.0,37.817713,-122.457501,11.048651,-0.971803,0.235793,60.0,21.0,7.0,0.987502,1624270613.0,367426580.0,37.817733,-122.483184,7.389285,-0.987573,-0.15716,30.0,15.0,4.0,0.990859,1624270613.0,368052630.0,37.814975,-122.447971,8.810981,-0.992715,0.120486,60.0,42.0,10.0,0.99157,1624270613.0,368103440.0,37.84739,-122.464916,6.927241,0.723779,-0.690032,36.0,13.0,4.0,0.991832,315.9222222222222,5.805833333333333,10.0
1624270614.0,338404000.0,37.850926,-122.45021,5.155222,0.846007,-0.533171,36.0,26.0,4.0,0.974042,1624270614.0,366742520.0,37.852681,-122.473057,10.020342,0.316331,-0.948649,60.0,14.0,5.0,0.989703,1624270614.0,366981360.0,37.817725,-122.457564,11.047862,-0.972032,0.234847,60.0,21.0,7.0,0.984378,1624270614.0,367426580.0,37.817727,-122.483227,7.38743,-0.987432,-0.158044,30.0,15.0,4.0,0.988574,1624270614.0,368052630.0,37.81498,-122.448022,8.812706,-0.992666,0.120891,60.0,42.0,10.0,0.989461,1624270614.0,368103440.0,37.847368,-122.464887,6.965375,0.723871,-0.689935,36.0,13.0,4.0,0.98976,315.93333333333334,5.805,10.0
1624270615.0,338404000.0,37.850913,-122.450185,5.145888,0.842375,-0.538892,36.0,26.0,4.0,0.968876,1624270615.0,366742520.0,37.852637,-122.473039,10.026567,0.316084,-0.948731,60.0,14.0,5.0,0.987641,1624270615.0,366981360.0,37.817737,-122.457626,11.046986,-0.972291,0.233774,60.0,21.0,7.0,0.981253,1624270615.0,367426580.0,37.817722,-122.48327,7.385384,-0.98729,-0.15893,30.0,15.0,4.0,0.986291,1624270615.0,368052630.0,37.814984,-122.448073,8.814549,-0.99261,0.121346,60.0,42.0,10.0,0.987353,1624270615.0,368103440.0,37.847346,-122.464858,7.002723,0.723955,-0.689847,36.0,13.0,4.0,0.987676,315.94444444444446,5.804166666666667,10.0
1624270616.0,338404000.0,37.8509,-122.45016,5.136853,0.838594,-0.544757,36.0,26.0,4.0,0.963717,1624270616.0,366742520.0,37.852593,-122.47302,10.03275,0.315837,-0.948813,60.0,14.0,5.0,0.985578,1624270616.0,366981360.0,37.817749,-122.457689,11.046027,-0.972579,0.232571,60.0,21.0,7.0,0.978129,1624270616.0,367426580.0,37.817717,-122.483312,7.383148,-0.987147,-0.159817,30.0,15.0,4.0,0.984008,1624270616.0,368052630.0,37.814989,-122.448124,8.816512,-0.992548,0.121852,60.0,42.0,10.0,0.985243,1624270616.0,368103440.0,37.847324,-122.464828,7.039286,0.724031,-0.689767,36.0,13.0,4.0,0.985582,315.9555555555556,5.803333333333333,10.0
1624270617.0,338404000.0,37.850887,-122.450134,5.128138,0.834662,-0.550763,36.0,26.0,4.0,0.958566,1624270617.0,366742520.0,37.852549,-122.473001,10.038891,0.315589,-0.948896,60.0,14.0,5.0,0.983514,1624270617.0,366981360.0,37.817761,-122.457752,11.044991,-0.972897,0.231241,60.0,21.0,7.0,0.975004,1624270617.0,367426580.0,37.817711,-122.483355,7.380722,-0.987003,-0.160705,30.0,15.0,4.0,0.981726,1624270617.0,368052630.0,37.814994,-122.448176,8.818596,-0.99248,0.122407,60.0,42.0,10.0,0.983134,1624270617.0,368103440.0,37.847301,-122.464798,7.075065,0.724099,-0.689696,36.0,13.0,4.0,0.983476,315.96666666666664,5.8025,10.0
1624270618.0,338404000.0,37.850874,-122.450109,5.119764,0.830576,-0.556906,36.0,26.0,4.0,0.953421,1624270618.0,366742520.0,37.852504,-122.472983,10.04499,0.31534,-0.948979,60.0,14.0,5.0,0.981449,1624270618.0,366981360.0,37.817773,-122.457815,11.043884,-0.973242,0.229782,60.0,21.0,7.0,0.971879,1624270618.0,367426580.0,37.817706,-122.483398,7.378106,-0.986857,-0.161595,30.0,15.0,4.0,0.979445,1624270618.0,368052630.0,37.814999,-122.448227,8.8208,-0.992405,0.123012,60.0,42.0,10.0,0.981024,1624270618.0,368103440.0,37.847279,-122.464768,7.110058,0.724158,-0.689634,36.0,13.0,4.0,0.981359,315.97777777777776,5.801666666666667,10.0
