Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1614723173.0,563045300.0,37.84293,-122.43982,13.014468,-0.984027,-0.178019,80.0,250.0,44.0,1.0,1614723173.0,636017294.0,37.817405,-122.472388,16.484928,0.999421,-0.034032,70.0,199.0,32.0,1.0,280.0,9.331388888888888,10.0
1614723174.0,563045300.0,37.842919,-122.439895,12.996698,-0.983379,-0.181564,80.0,250.0,44.0,0.996812,1614723174.0,636017294.0,37.817403,-122.472291,16.485858,0.999388,-0.034993,70.0,199.0,32.0,0.997017,280.0,9.331666666666669,10.0
1614723175.0,563045300.0,37.842908,-122.43997,12.979058,-0.982717,-0.185112,80.0,250.0,44.0,0.993627,1614723175.0,636017294.0,37.8174,-122.472195,16.486561,0.999355,-0.03591,70.0,199.0,32.0,0.994034,280.0,9.331944444444444,10.0
1614723176.0,563045300.0,37.842897,-122.440045,12.961549,-0.982042,-0.188664,80.0,250.0,44.0,0.990444,1614723176.0,636017294.0,37.817397,-122.472098,16.487036,0.999323,-0.036781,70.0,199.0,32.0,0.991051,280.0,9.332222222222224,10.0
1614723177.0,563045300.0,37.842886,-122.440119,12.944171,-0.981352,-0.192219,80.0,250.0,44.0,0.987265,1614723177.0,636017294.0,37.817394,-122.472002,16.487281,0.999293,-0.037607,70.0,199.0,32.0,0.988068,280.0,9.3325,10.0
1614723178.0,563045300.0,37.842874,-122.440194,12.926923,-0.980648,-0.195778,80.0,250.0,44.0,0.984089,1614723178.0,636017294.0,37.817392,-122.471905,16.487294,0.999263,-0.038388,70.0,199.0,32.0,0.985085,280.0,9.332777777777778,10.0
1614723179.0,563045300.0,37.842863,-122.440268,12.909806,-0.97993,-0.19934,80.0,250.0,44.0,0.980917,1614723179.0,636017294.0,37.817389,-122.471809,16.487073,0.999234,-0.039124,70.0,199.0,32.0,0.982102,280.0,9.333055555555555,10.0
1614723180.0,563045300.0,37.842851,-122.440342,12.892821,-0.979198,-0.202905,80.0,250.0,44.0,0.977747,1614723180.0,636017294.0,37.817386,-122.471712,16.486617,0.999207,-0.039815,70.0,199.0,32.0,0.979119,280.0,9.333333333333334,10.0
1614723181.0,563045300.0,37.842839,-122.440416,12.875967,-0.978452,-0.206474,80.0,250.0,44.0,0.97458,1614723181.0,636017294.0,37.817383,-122.471616,16.485924,0.999181,-0.040461,70.0,199.0,32.0,0.976136,280.0,9.33361111111111,10.0
1614723182.0,563045300.0,37.842826,-122.44049,12.859244,-0.977692,-0.210045,80.0,250.0,44.0,0.971416,1614723182.0,636017294.0,37.81738,-122.471519,16.484992,0.999157,-0.041063,70.0,199.0,32.0,0.973153,280.0,9.33388888888889,10.0
1614723183.0,563045300.0,37.842814,-122.440563,12.842653,-0.976917,-0.213619,80.0,250.0,44.0,0.968255,1614723183.0,636017294.0,37.817376,-122.471423,16.48382,0.999134,-0.041619,70.0,199.0,32.0,0.970171,280.0,9.334166666666668,10.0
1614723184.0,563045300.0,37.842801,-122.440637,12.826193,-0.976128,-0.217196,80.0,250.0,44.0,0.965097,1614723184.0,636017294.0,37.817373,-122.471326,16.482408,0.999112,-0.042131,70.0,199.0,32.0,0.967189,280.0,9.334444444444443,10.0
1614723185.0,563045300.0,37.842788,-122.44071,12.809866,-0.975325,-0.220776,80.0,250.0,44.0,0.961942,1614723185.0,636017294.0,37.81737,-122.47123,16.480778,0.999092,-0.042602,70.0,199.0,32.0,0.964207,280.0,9.334722222222222,10.0
1614723186.0,563045300.0,37.842775,-122.440783,12.79367,-0.974507,-0.224358,80.0,250.0,44.0,0.95879,1614723186.0,636017294.0,37.817367,-122.471134,16.479026,0.999073,-0.043054,70.0,199.0,32.0,0.961225,280.0,9.335,10.0
1614723187.0,563045300.0,37.842762,-122.440857,12.777607,-0.973674,-0.227943,80.0,250.0,44.0,0.955641,1614723187.0,636017294.0,37.817363,-122.471037,16.477177,0.999054,-0.04349,70.0,199.0,32.0,0.958244,280.0,9.335277777777778,10.0
1614723188.0,563045300.0,37.842748,-122.440929,12.761676,-0.972828,-0.23153,80.0,250.0,44.0,0.952495,1614723188.0,636017294.0,37.81736,-122.470941,16.47523,0.999035,-0.043911,70.0,199.0,32.0,0.955263,280.0,9.335555555555556,10.0
1614723189.0,563045300.0,37.842735,-122.441002,12.745878,-0.971966,-0.23512,80.0,250.0,44.0,0.949352,1614723189.0,636017294.0,37.817357,-122.470844,16.473185,0.999018,-0.044316,70.0,199.0,32.0,0.952282,280.0,9.335833333333332,10.0
1614723190.0,563045300.0,37.842721,-122.441075,12.730212,-0.971091,-0.238711,80.0,250.0,44.0,0.946211,1614723190.0,636017294.0,37.817353,-122.470748,16.471042,0.999,-0.044707,70.0,199.0,32.0,0.949302,280.0,9.33611111111111,10.0
1614723191.0,563045300.0,37.842707,-122.441147,12.714679,-0.9702,-0.242305,80.0,250.0,44.0,0.943074,1614723191.0,636017294.0,37.81735,-122.470652,16.4688,0.998983,-0.045082,70.0,199.0,32.0,0.946322,280.0,9.336388888888887,10.0
1614723192.0,563045300.0,37.842693,-122.441219,12.699279,-0.969295,-0.245901,80.0,250.0,44.0,0.939939,1614723192.0,636017294.0,37.817347,-122.470555,16.466459,0.998967,-0.045442,70.0,199.0,32.0,0.943343,280.0,9.336666666666666,10.0
