Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1611241507.0,338330908.0,37.8226,-122.443348,5.518923,0.19092,0.981606,36.0,10.0,3.0,1.0,1611241507.0,367573820.0,37.83667,-122.453903,10.593661,0.75983,0.650122,31.0,33.0,9.0,1.0,93.84444444444443,3.2019444444444445,10.0
1611241508.0,338330908.0,37.822625,-122.443341,5.507896,0.190062,0.981772,36.0,10.0,3.0,0.996551,1611241508.0,367573820.0,37.836702,-122.453856,10.595405,0.759643,0.65034,31.0,33.0,9.0,0.996799,93.82222222222222,3.2022222222222223,10.0
1611241509.0,338330908.0,37.82265,-122.443335,5.497171,0.189231,0.981933,36.0,10.0,3.0,0.99311,1611241509.0,367573820.0,37.836734,-122.453809,10.597028,0.759455,0.65056,31.0,33.0,9.0,0.993599,93.8,3.2025,10.0
1611241510.0,338330908.0,37.822675,-122.443329,5.486749,0.188427,0.982087,36.0,10.0,3.0,0.989675,1611241510.0,367573820.0,37.836766,-122.453762,10.598529,0.759263,0.650783,31.0,33.0,9.0,0.9904,93.77777777777776,3.202777777777778,10.0
1611241511.0,338330908.0,37.8227,-122.443323,5.47663,0.187649,0.982236,36.0,10.0,3.0,0.986247,1611241511.0,367573820.0,37.836797,-122.453715,10.599908,0.75907,0.651009,31.0,33.0,9.0,0.987202,93.75555555555556,3.203055555555556,10.0
1611241512.0,338330908.0,37.822725,-122.443317,5.466812,0.186898,0.982379,36.0,10.0,3.0,0.982826,1611241512.0,367573820.0,37.836829,-122.453668,10.601165,0.758873,0.651238,31.0,33.0,9.0,0.984005,93.73333333333332,3.203333333333333,10.0
1611241513.0,338330908.0,37.82275,-122.443311,5.457296,0.186174,0.982517,36.0,10.0,3.0,0.979411,1611241513.0,367573820.0,37.836861,-122.45362,10.602301,0.758674,0.65147,31.0,33.0,9.0,0.98081,93.71111111111112,3.203611111111111,10.0
1611241514.0,338330908.0,37.822775,-122.443305,5.448081,0.185478,0.982648,36.0,10.0,3.0,0.976002,1611241514.0,367573820.0,37.836893,-122.453573,10.603316,0.758473,0.651705,31.0,33.0,9.0,0.977615,93.6888888888889,3.203888888888889,10.0
1611241515.0,338330908.0,37.8228,-122.443299,5.439167,0.184809,0.982774,36.0,10.0,3.0,0.972599,1611241515.0,367573820.0,37.836925,-122.453526,10.604209,0.758269,0.651942,31.0,33.0,9.0,0.974422,93.66666666666666,3.2041666666666666,10.0
1611241516.0,338330908.0,37.822824,-122.443293,5.430553,0.184169,0.982895,36.0,10.0,3.0,0.969202,1611241516.0,367573820.0,37.836957,-122.453479,10.60498,0.758062,0.652182,31.0,33.0,9.0,0.97123,93.64444444444445,3.2044444444444444,10.0
1611241517.0,338330908.0,37.822849,-122.443287,5.42224,0.183557,0.983009,36.0,10.0,3.0,0.96581,1611241517.0,367573820.0,37.836989,-122.453432,10.605631,0.757853,0.652425,31.0,33.0,9.0,0.96804,93.62222222222222,3.2047222222222222,10.0
1611241518.0,338330908.0,37.822874,-122.443282,5.414226,0.182974,0.983118,36.0,10.0,3.0,0.962423,1611241518.0,367573820.0,37.837021,-122.453385,10.606159,0.757641,0.652671,31.0,33.0,9.0,0.96485,93.6,3.205,10.0
1611241519.0,338330908.0,37.822898,-122.443276,5.406513,0.182419,0.983221,36.0,10.0,3.0,0.959042,1611241519.0,367573820.0,37.837053,-122.453338,10.606567,0.757427,0.65292,31.0,33.0,9.0,0.961663,93.57777777777778,3.205277777777778,10.0
1611241520.0,338330908.0,37.822923,-122.44327,5.399098,0.181893,0.983318,36.0,10.0,3.0,0.955666,1611241520.0,367573820.0,37.837085,-122.453291,10.606853,0.75721,0.653172,31.0,33.0,9.0,0.958477,93.55555555555556,3.205555555555556,10.0
1611241521.0,338330908.0,37.822947,-122.443264,5.391983,0.181397,0.98341,36.0,10.0,3.0,0.952294,1611241521.0,367573820.0,37.837117,-122.453244,10.607018,0.75699,0.653427,31.0,33.0,9.0,0.955292,93.53333333333332,3.205833333333333,10.0
1611241522.0,338330908.0,37.822972,-122.443259,5.385166,0.18093,0.983496,36.0,10.0,3.0,0.948927,1611241522.0,367573820.0,37.837149,-122.453197,10.607061,0.756767,0.653684,31.0,33.0,9.0,0.952109,93.5111111111111,3.206111111111111,10.0
1611241523.0,338330908.0,37.822996,-122.443253,5.378648,0.180493,0.983576,36.0,10.0,3.0,0.945564,1611241523.0,367573820.0,37.837181,-122.45315,10.606984,0.756542,0.653945,31.0,33.0,9.0,0.948928,93.48888888888888,3.2063888888888887,10.0
1611241524.0,338330908.0,37.823021,-122.443247,5.372429,0.180085,0.983651,36.0,10.0,3.0,0.942206,1611241524.0,367573820.0,37.837214,-122.453103,10.606785,0.756315,0.654208,31.0,33.0,9.0,0.945749,93.46666666666668,3.2066666666666666,10.0
1611241525.0,338330908.0,37.823045,-122.443242,5.366507,0.179708,0.98372,36.0,10.0,3.0,0.938851,1611241525.0,367573820.0,37.837246,-122.453056,10.606466,0.756084,0.654474,31.0,33.0,9.0,0.942571,93.44444444444444,3.2069444444444444,10.0
1611241526.0,338330908.0,37.82307,-122.443236,5.360884,0.179361,0.983783,36.0,10.0,3.0,0.935501,1611241526.0,367573820.0,37.837278,-122.453009,10.606025,0.755851,0.654743,31.0,33.0,9.0,0.939395,93.42222222222222,3.207222222222222,10.0
1611241527.0,338330908.0,37.823094,-122.44323,5.355558,0.179044,0.983841,36.0,10.0,3.0,0.932153,1611241527.0,367573820.0,37.83731,-122.452962,10.605463,0.755615,0.655015,31.0,33.0,9.0,0.936222,93.4,3.2075,10.0
1611241528.0,338330908.0,37.823119,-122.443225,5.35053,0.178758,0.983893,36.0,10.0,3.0,0.92881,1611241528.0,367573820.0,37.837342,-122.452915,10.60478,0.755377,0.65529,31.0,33.0,9.0,0.93305,93.37777777777778,3.207777777777778,10.0
1611241529.0,338330908.0,37.823143,-122.443219,5.345799,0.178502,0.98394,36.0,10.0,3.0,0.925469,1611241529.0,367573820.0,37.837374,-122.452868,10.603977,0.755136,0.655568,31.0,33.0,9.0,0.92988,93.35555555555555,3.208055555555556,10.0
1611241530.0,338330908.0,37.823167,-122.443213,5.341366,0.178277,0.98398,36.0,10.0,3.0,0.922132,1611241530.0,367573820.0,37.837406,-122.452821,10.603052,0.754892,0.655849,31.0,33.0,9.0,0.926713,93.33333333333331,3.208333333333333,10.0
1611241531.0,338330908.0,37.823192,-122.443208,5.33723,0.178083,0.984016,36.0,10.0,3.0,0.918797,1611241531.0,367573820.0,37.837439,-122.452774,10.602007,0.754645,0.656133,31.0,33.0,9.0,0.923547,93.3111111111111,3.208611111111112,10.0
1611241532.0,338330908.0,37.823216,-122.443202,5.333391,0.17792,0.984045,36.0,10.0,3.0,0.915465,1611241532.0,367573820.0,37.837471,-122.452727,10.600841,0.754396,0.65642,31.0,33.0,9.0,0.920384,93.28888888888888,3.2088888888888887,10.0
1611241533.0,338330908.0,37.82324,-122.443197,5.32985,0.177787,0.984069,36.0,10.0,3.0,0.912136,1611241533.0,367573820.0,37.837503,-122.45268,10.599554,0.754143,0.65671,31.0,33.0,9.0,0.917223,93.26666666666668,3.2091666666666665,10.0
1611241534.0,338330908.0,37.823264,-122.443191,5.326605,0.177687,0.984087,36.0,10.0,3.0,0.908808,1611241534.0,367573820.0,37.837535,-122.452633,10.598147,0.753888,0.657002,31.0,33.0,9.0,0.914065,93.24444444444444,3.2094444444444443,10.0
1611241535.0,338330908.0,37.823289,-122.443186,5.323657,0.177617,0.9841,36.0,10.0,3.0,0.905483,1611241535.0,367573820.0,37.837567,-122.452587,10.596619,0.753631,0.657298,31.0,33.0,9.0,0.910909,93.22222222222224,3.209722222222222,10.0
