Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1618383715.0,367142550.0,37.82636,-122.470844,6.600073,-0.899564,-0.436789,36.0,15.0,8.0,1.0,1618383715.0,368185150.0,37.85279,-122.46177,8.162473,0.892296,-0.451451,37.0,16.0,5.0,1.0,220.0,14.405555555555557,9.0
1618383716.0,367142550.0,37.826347,-122.470879,6.600064,-0.899481,-0.43696,36.0,15.0,8.0,0.998031,1618383716.0,368185150.0,37.852773,-122.461727,8.164756,0.892046,-0.451944,37.0,16.0,5.0,0.99814,220.0,14.404444444444444,9.0
1618383717.0,367142550.0,37.826333,-122.470914,6.59988,-0.8994,-0.437127,36.0,15.0,8.0,0.996062,1618383717.0,368185150.0,37.852756,-122.461685,8.167044,0.891801,-0.452427,37.0,16.0,5.0,0.99628,220.0,14.403333333333332,9.0
1618383718.0,367142550.0,37.82632,-122.470948,6.599522,-0.89932,-0.437291,36.0,15.0,8.0,0.994092,1618383718.0,368185150.0,37.852739,-122.461642,8.169338,0.891561,-0.452901,37.0,16.0,5.0,0.99442,220.0,14.402222222222225,9.0
1618383719.0,367142550.0,37.826306,-122.470983,6.598989,-0.899242,-0.437451,36.0,15.0,8.0,0.992124,1618383719.0,368185150.0,37.852722,-122.461599,8.171635,0.891324,-0.453366,37.0,16.0,5.0,0.99256,220.0,14.401111111111112,9.0
1618383720.0,367142550.0,37.826293,-122.471018,6.598282,-0.899166,-0.437609,36.0,15.0,8.0,0.990155,1618383720.0,368185150.0,37.852705,-122.461557,8.173938,0.891092,-0.453822,37.0,16.0,5.0,0.990699,220.0,14.4,9.0
1618383721.0,367142550.0,37.82628,-122.471053,6.5974,-0.899091,-0.437762,36.0,15.0,8.0,0.988186,1618383721.0,368185150.0,37.852687,-122.461514,8.176245,0.890865,-0.454268,37.0,16.0,5.0,0.988838,220.0,14.398888888888887,9.0
1618383722.0,367142550.0,37.826266,-122.471087,6.596343,-0.899017,-0.437913,36.0,15.0,8.0,0.986218,1618383722.0,368185150.0,37.85267,-122.461471,8.178556,0.890642,-0.454705,37.0,16.0,5.0,0.986977,220.0,14.397777777777778,9.0
1618383723.0,367142550.0,37.826253,-122.471122,6.595112,-0.898946,-0.43806,36.0,15.0,8.0,0.98425,1618383723.0,368185150.0,37.852653,-122.461429,8.180872,0.890423,-0.455133,37.0,16.0,5.0,0.985115,220.0,14.396666666666668,9.0
1618383724.0,367142550.0,37.82624,-122.471157,6.593706,-0.898875,-0.438204,36.0,15.0,8.0,0.982283,1618383724.0,368185150.0,37.852636,-122.461386,8.183192,0.890209,-0.455552,37.0,16.0,5.0,0.983253,220.0,14.395555555555555,9.0
1618383725.0,367142550.0,37.826226,-122.471192,6.592126,-0.898807,-0.438345,36.0,15.0,8.0,0.980316,1618383725.0,368185150.0,37.852619,-122.461343,8.185515,0.889999,-0.455962,37.0,16.0,5.0,0.981391,220.0,14.394444444444444,9.0
