Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1626784556.0,366742520.0,37.833233,-122.469539,7.573561,0.34264,0.939467,60.0,14.0,5.0,1.0,1626784556.0,367301480.0,37.81524,-122.455077,7.706526,0.998714,-0.050699,31.0,30.0,12.0,1.0,242.7816091954023,8.0,10.0
1626784557.0,366742520.0,37.833266,-122.469524,7.575853,0.33546,0.942055,60.0,14.0,5.0,0.997611,1626784557.0,367301480.0,37.815239,-122.455032,7.705235,0.998701,-0.050957,31.0,30.0,12.0,0.997013,242.77586206896552,8.0,10.0
1626784558.0,366742520.0,37.833299,-122.469509,7.57865,0.328329,0.944563,60.0,14.0,5.0,0.995213,1626784558.0,367301480.0,37.815237,-122.454987,7.704191,0.998688,-0.051211,31.0,30.0,12.0,0.994027,242.77011494252872,8.0,10.0
1626784559.0,366742520.0,37.833332,-122.469495,7.581939,0.321251,0.946994,60.0,14.0,5.0,0.992806,1626784559.0,367301480.0,37.815235,-122.454942,7.703393,0.998675,-0.05146,31.0,30.0,12.0,0.991041,242.76436781609195,8.0,10.0
1626784560.0,366742520.0,37.833365,-122.46948,7.585709,0.314227,0.949348,60.0,14.0,5.0,0.99039,1626784560.0,367301480.0,37.815233,-122.454897,7.702841,0.998662,-0.051705,31.0,30.0,12.0,0.988056,242.7586206896552,8.0,10.0
1626784561.0,366742520.0,37.833399,-122.469466,7.589946,0.307258,0.951626,60.0,14.0,5.0,0.987966,1626784561.0,367301480.0,37.815231,-122.454851,7.702535,0.99865,-0.051946,31.0,30.0,12.0,0.98507,242.7528735632184,8.0,10.0
1626784562.0,366742520.0,37.833432,-122.469453,7.594639,0.300348,0.95383,60.0,14.0,5.0,0.985532,1626784562.0,367301480.0,37.815229,-122.454806,7.702476,0.998638,-0.052182,31.0,30.0,12.0,0.982085,242.7471264367816,8.0,10.0
1626784563.0,366742520.0,37.833466,-122.469439,7.599775,0.293496,0.95596,60.0,14.0,5.0,0.98309,1626784563.0,367301480.0,37.815228,-122.454761,7.702662,0.998625,-0.052414,31.0,30.0,12.0,0.9791,242.74137931034485,8.0,10.0
1626784564.0,366742520.0,37.833499,-122.469426,7.605343,0.286705,0.958019,60.0,14.0,5.0,0.980639,1626784564.0,367301480.0,37.815226,-122.454716,7.703094,0.998613,-0.052641,31.0,30.0,12.0,0.976115,242.73563218390805,8.0,10.0
1626784565.0,366742520.0,37.833533,-122.469413,7.611331,0.279976,0.960007,60.0,14.0,5.0,0.97818,1626784565.0,367301480.0,37.815224,-122.454671,7.703773,0.998602,-0.052865,31.0,30.0,12.0,0.973129,242.72988505747128,8.0,10.0
1626784566.0,366742520.0,37.833567,-122.469401,7.617726,0.27331,0.961926,60.0,14.0,5.0,0.975711,1626784566.0,367301480.0,37.815222,-122.454626,7.704698,0.99859,-0.053083,31.0,30.0,12.0,0.970144,242.72413793103448,8.0,10.0
