Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1613743383.0,338142437.0,37.807605,-122.441624,3.498097,-0.989901,-0.14176,0.0,9.0,0.0,1.0,1613743383.0,366985270.0,37.816395,-122.45446,11.573178,-0.991773,0.128005,60.0,25.0,9.0,1.0,1613743383.0,368040770.0,37.79283,-122.52127,5.546898,0.777052,0.629436,36.0,12.0,4.0,1.0,114.27659574468083,4.786170212765957,7.358510638297872
1613743384.0,338142437.0,37.807603,-122.441644,3.499751,-0.989746,-0.142842,0.0,9.0,0.0,0.995446,1613743384.0,366985270.0,37.816402,-122.454527,11.577517,-0.991766,0.128065,60.0,25.0,9.0,0.995914,1613743384.0,368040770.0,37.792846,-122.521245,5.551798,0.777059,0.629428,36.0,12.0,4.0,0.995953,114.2836879432624,4.78581560283688,7.357446808510638
1613743385.0,338142437.0,37.8076,-122.441664,3.501241,-0.989577,-0.144002,0.0,9.0,0.0,0.990889,1613743385.0,366985270.0,37.816408,-122.454595,11.581843,-0.991765,0.128074,60.0,25.0,9.0,0.991827,1613743385.0,368040770.0,37.792862,-122.52122,5.556642,0.777067,0.629418,36.0,12.0,4.0,0.991902,114.29078014184395,4.785460992907802,7.3563829787234045
1613743386.0,338142437.0,37.807598,-122.441685,3.502569,-0.989397,-0.14524,0.0,9.0,0.0,0.986331,1613743386.0,366985270.0,37.816415,-122.454662,11.586157,-0.99177,0.128032,60.0,25.0,9.0,0.987739,1613743386.0,368040770.0,37.792879,-122.521194,5.561432,0.777076,0.629407,36.0,12.0,4.0,0.987848,114.29787234042551,4.785106382978723,7.35531914893617
1613743387.0,338142437.0,37.807596,-122.441705,3.503736,-0.989202,-0.146556,0.0,9.0,0.0,0.981771,1613743387.0,366985270.0,37.816422,-122.454729,11.590458,-0.991782,0.127938,60.0,25.0,9.0,0.983649,1613743387.0,368040770.0,37.792895,-122.521169,5.566166,0.777086,0.629394,36.0,12.0,4.0,0.983791,114.30496453900707,4.784751773049646,7.354255319148936
1613743388.0,338142437.0,37.807593,-122.441725,3.504741,-0.988995,-0.14795,0.0,9.0,0.0,0.97721,1613743388.0,366985270.0,37.816429,-122.454796,11.594748,-0.991801,0.127792,60.0,25.0,9.0,0.979557,1613743388.0,368040770.0,37.792911,-122.521144,5.570845,0.777098,0.62938,36.0,12.0,4.0,0.97973,114.31205673758863,4.784397163120567,7.353191489361702
1613743389.0,338142437.0,37.807591,-122.441746,3.505588,-0.988773,-0.149422,0.0,9.0,0.0,0.972648,1613743389.0,366985270.0,37.816436,-122.454864,11.599025,-0.991826,0.127596,60.0,25.0,9.0,0.975464,1613743389.0,368040770.0,37.792927,-122.521118,5.575468,0.777111,0.629364,36.0,12.0,4.0,0.975665,114.3191489361702,4.784042553191489,7.352127659574468
1613743390.0,338142437.0,37.807589,-122.441766,3.506277,-0.988538,-0.150973,0.0,9.0,0.0,0.968084,1613743390.0,366985270.0,37.816443,-122.454931,11.603291,-0.991858,0.127348,60.0,25.0,9.0,0.971369,1613743390.0,368040770.0,37.792943,-122.521093,5.580036,0.777125,0.629347,36.0,12.0,4.0,0.971597,114.32624113475175,4.783687943262412,7.351063829787234
1613743391.0,338142437.0,37.807586,-122.441786,3.506809,-0.988288,-0.152602,0.0,9.0,0.0,0.96352,1613743391.0,366985270.0,37.81645,-122.454999,11.607546,-0.991896,0.127049,60.0,25.0,9.0,0.967273,1613743391.0,368040770.0,37.79296,-122.521068,5.584549,0.77714,0.629328,36.0,12.0,4.0,0.967526,114.33333333333331,4.783333333333333,7.35
1613743392.0,338142437.0,37.807584,-122.441806,3.507185,-0.988023,-0.15431,0.0,9.0,0.0,0.958955,1613743392.0,366985270.0,37.816456,-122.455066,11.61179,-0.991941,0.126699,60.0,25.0,9.0,0.963176,1613743392.0,368040770.0,37.792976,-122.521042,5.589007,0.777156,0.629308,36.0,12.0,4.0,0.963451,114.34042553191487,4.782978723404256,7.348936170212766
1613743393.0,338142437.0,37.807581,-122.441827,3.507408,-0.987742,-0.156096,0.0,9.0,0.0,0.954389,1613743393.0,366985270.0,37.816463,-122.455133,11.616025,-0.991992,0.126298,60.0,25.0,9.0,0.959076,1613743393.0,368040770.0,37.792992,-122.521017,5.593409,0.777173,0.629286,36.0,12.0,4.0,0.959373,114.34751773049643,4.782624113475177,7.347872340425532
1613743394.0,338142437.0,37.807579,-122.441847,3.507479,-0.987445,-0.157961,0.0,9.0,0.0,0.949823,1613743394.0,366985270.0,37.81647,-122.455201,11.62025,-0.99205,0.125846,60.0,25.0,9.0,0.954975,1613743394.0,368040770.0,37.793008,-122.520991,5.597756,0.777192,0.629263,36.0,12.0,4.0,0.955292,114.354609929078,4.782269503546099,7.346808510638298
