Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1612485562.0,367566960.0,37.806119,-122.49663,6.272924,0.797169,0.603757,30.0,20.0,6.0,1.0,1612485562.0,368060190.0,37.8178,-122.44469,12.320994,-0.988237,-0.152932,50.0,21.0,6.0,0.130661,1612485562.0,441310000.0,37.817237,-122.472965,14.825395,0.99987,-0.016134,70.0,232.0,32.0,1.0,297.72777777777776,6.908888888888889,10.0
1612485563.0,367566960.0,37.806136,-122.496601,6.265306,0.797235,0.603668,30.0,20.0,6.0,0.998217,1612485563.0,368060190.0,37.817791,-122.444761,12.815447,-0.990801,-0.135328,50.0,21.0,6.0,0.133846,1612485563.0,441310000.0,37.817236,-122.472878,14.814583,0.999869,-0.016173,70.0,232.0,32.0,0.997333,297.73055555555555,6.907777777777778,10.0
1612485564.0,367566960.0,37.806154,-122.496572,6.257474,0.797301,0.603582,30.0,20.0,6.0,0.996436,1612485564.0,368060190.0,37.817783,-122.444836,13.30551,-0.992862,-0.11927,50.0,21.0,6.0,0.137204,1612485564.0,441310000.0,37.817235,-122.472791,14.80313,0.999869,-0.016205,70.0,232.0,32.0,0.994669,297.7333333333333,6.906666666666666,10.0
1612485565.0,367566960.0,37.806171,-122.496542,6.249427,0.797364,0.603498,30.0,20.0,6.0,0.994657,1612485565.0,368060190.0,37.817776,-122.444913,13.790617,-0.994516,-0.104581,50.0,21.0,6.0,0.140735,1612485565.0,441310000.0,37.817234,-122.472704,14.791038,0.999868,-0.016228,70.0,232.0,32.0,0.992006,297.7361111111111,6.905555555555555,10.0
1612485566.0,367566960.0,37.806189,-122.496513,6.241166,0.797426,0.603416,30.0,20.0,6.0,0.99288,1612485566.0,368060190.0,37.817769,-122.444993,14.27029,-0.995841,-0.091111,50.0,21.0,6.0,0.144433,1612485566.0,441310000.0,37.817233,-122.472618,14.778306,0.999868,-0.016242,70.0,232.0,32.0,0.989346,297.7388888888889,6.904444444444445,10.0
1612485567.0,367566960.0,37.806206,-122.496484,6.232691,0.797487,0.603337,30.0,20.0,6.0,0.991106,1612485567.0,368060190.0,37.817763,-122.445077,14.744122,-0.996896,-0.078726,50.0,21.0,6.0,0.148295,1612485567.0,441310000.0,37.817232,-122.472531,14.764934,0.999868,-0.016248,70.0,232.0,32.0,0.986688,297.7416666666667,6.903333333333333,10.0
1612485568.0,367566960.0,37.806223,-122.496455,6.224001,0.797546,0.603259,30.0,20.0,6.0,0.989334,1612485568.0,368060190.0,37.817758,-122.445163,15.211769,-0.997732,-0.067313,50.0,21.0,6.0,0.152319,1612485568.0,441310000.0,37.81723,-122.472445,14.750922,0.999868,-0.016246,70.0,232.0,32.0,0.984032,297.74444444444447,6.902222222222222,10.0
1612485569.0,367566960.0,37.806241,-122.496426,6.215096,0.797603,0.603183,30.0,20.0,6.0,0.987565,1612485569.0,368060190.0,37.817753,-122.445252,15.672933,-0.998387,-0.056773,50.0,21.0,6.0,0.1565,1612485569.0,441310000.0,37.817229,-122.472358,14.73627,0.999868,-0.016236,70.0,232.0,32.0,0.981379,297.7472222222222,6.901111111111112,10.0
1612485570.0,367566960.0,37.806258,-122.496397,6.205977,0.797658,0.603109,30.0,20.0,6.0,0.985798,1612485570.0,368060190.0,37.817749,-122.445343,16.127361,-0.998894,-0.047019,50.0,21.0,6.0,0.160835,1612485570.0,441310000.0,37.817228,-122.472272,14.720978,0.999868,-0.016217,70.0,232.0,32.0,0.978728,297.75,6.9,10.0
1612485571.0,367566960.0,37.806275,-122.496368,6.196644,0.797713,0.603038,30.0,20.0,6.0,0.984033,1612485571.0,368060190.0,37.817745,-122.445438,16.574831,-0.999279,-0.037974,50.0,21.0,6.0,0.165321,1612485571.0,441310000.0,37.817227,-122.472186,14.705046,0.999869,-0.016189,70.0,232.0,32.0,0.976081,297.7527777777778,6.898888888888889,10.0
