Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1628093314.0,366742520.0,37.85319,-122.47446,9.119711,0.34123,-0.93998,60.0,14.0,5.0,1.0,1628093314.0,366985310.0,37.84005,-122.454717,14.994035,0.700654,-0.713501,60.0,38.0,10.0,1.0,1628093314.0,367145450.0,37.836999,-122.466627,10.06132,0.281625,-0.959525,60.0,16.0,9.0,1.0,278.89166666666665,6.778333333333333,10.0
1628093315.0,366742520.0,37.85315,-122.474442,9.124436,0.339933,-0.94045,60.0,14.0,5.0,0.995176,1628093315.0,366985310.0,37.840001,-122.454655,14.988938,0.698728,-0.715387,60.0,38.0,10.0,0.995098,1628093315.0,367145450.0,37.836954,-122.466611,10.089483,0.279669,-0.960097,60.0,16.0,9.0,0.994647,278.8958333333333,6.779166666666667,10.0
1628093316.0,366742520.0,37.853111,-122.474424,9.129166,0.338649,-0.940913,60.0,14.0,5.0,0.990351,1628093316.0,366985310.0,37.839951,-122.454594,14.983827,0.696771,-0.717294,60.0,38.0,10.0,0.990202,1628093316.0,367145450.0,37.836909,-122.466594,10.116143,0.277651,-0.960682,60.0,16.0,9.0,0.989282,278.9,6.78,10.0
1628093317.0,366742520.0,37.853071,-122.474405,9.1339,0.337378,-0.941369,60.0,14.0,5.0,0.985524,1628093317.0,366985310.0,37.839901,-122.454533,14.978705,0.694781,-0.719222,60.0,38.0,10.0,0.985312,1628093317.0,367145450.0,37.836864,-122.466578,10.141304,0.27557,-0.961281,60.0,16.0,9.0,0.983906,278.90416666666664,6.780833333333334,10.0
1628093318.0,366742520.0,37.853031,-122.474387,9.138637,0.336119,-0.941819,60.0,14.0,5.0,0.980695,1628093318.0,366985310.0,37.839852,-122.454472,14.973577,0.692758,-0.721171,60.0,38.0,10.0,0.980429,1628093318.0,367145450.0,37.836819,-122.466561,10.164972,0.273425,-0.961893,60.0,16.0,9.0,0.97852,278.90833333333336,6.781666666666666,10.0
1628093319.0,366742520.0,37.852991,-122.474369,9.143377,0.334873,-0.942263,60.0,14.0,5.0,0.975864,1628093319.0,366985310.0,37.839802,-122.454411,14.968448,0.690702,-0.72314,60.0,38.0,10.0,0.975551,1628093319.0,367145450.0,37.836774,-122.466545,10.187151,0.271217,-0.962518,60.0,16.0,9.0,0.973125,278.9125,6.7825,10.0
1628093320.0,366742520.0,37.852951,-122.474351,9.148119,0.33364,-0.9427,60.0,14.0,5.0,0.971032,1628093320.0,366985310.0,37.839752,-122.45435,14.963323,0.688613,-0.725129,60.0,38.0,10.0,0.97068,1628093320.0,367145450.0,37.836729,-122.466529,10.207845,0.268943,-0.963156,60.0,16.0,9.0,0.967721,278.9166666666667,6.783333333333333,10.0
1628093321.0,366742520.0,37.852912,-122.474334,9.152864,0.33242,-0.943131,60.0,14.0,5.0,0.966198,1628093321.0,366985310.0,37.839701,-122.45429,14.958206,0.68649,-0.727139,60.0,38.0,10.0,0.965815,1628093321.0,367145450.0,37.836683,-122.466513,10.227061,0.266605,-0.963806,60.0,16.0,9.0,0.962309,278.9208333333333,6.784166666666667,10.0
1628093322.0,366742520.0,37.852872,-122.474316,9.157609,0.331213,-0.943556,60.0,14.0,5.0,0.961363,1628093322.0,366985310.0,37.839651,-122.45423,14.953103,0.684334,-0.729169,60.0,38.0,10.0,0.960957,1628093322.0,367145450.0,37.836637,-122.466497,10.244803,0.2642,-0.964468,60.0,16.0,9.0,0.95689,278.925,6.785,10.0
1628093323.0,366742520.0,37.852832,-122.474298,9.162356,0.330018,-0.943975,60.0,14.0,5.0,0.956525,1628093323.0,366985310.0,37.839601,-122.45417,14.948018,0.682143,-0.731219,60.0,38.0,10.0,0.956105,1628093323.0,367145450.0,37.836592,-122.466481,10.261076,0.261728,-0.965142,60.0,16.0,9.0,0.951464,278.9291666666667,6.785833333333334,10.0
