Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1632381996.0,338250148.0,37.817886,-122.465675,23.422466,-0.995594,0.093769,37.0,7.0,3.0,1.0,1632381996.0,366963980.0,37.85303,-122.4661,20.988486,0.910095,-0.414399,60.0,46.0,9.0,1.0,1632381996.0,368106320.0,37.841399,-122.469892,6.076191,0.081832,-0.996646,36.0,12.0,4.0,1.0,300.0,7.56,10.0
1632381997.0,338250148.0,37.817896,-122.465812,23.415814,-0.99582,0.091336,37.0,7.0,3.0,0.995578,1632381997.0,366963980.0,37.85299,-122.465988,20.970106,0.910756,-0.412944,60.0,46.0,9.0,0.996007,1632381997.0,368106320.0,37.841371,-122.469889,6.077147,0.080655,-0.996742,36.0,12.0,4.0,0.996153,300.0,7.560277777777777,10.0
1632381998.0,338250148.0,37.817906,-122.465948,23.40912,-0.996038,0.088924,37.0,7.0,3.0,0.991155,1632381998.0,366963980.0,37.85295,-122.465876,20.951884,0.911409,-0.411501,60.0,46.0,9.0,0.992017,1632381998.0,368106320.0,37.841343,-122.469886,6.078093,0.079482,-0.996836,36.0,12.0,4.0,0.992306,300.0,7.560555555555555,10.0
1632381999.0,338250148.0,37.817916,-122.466085,23.40238,-0.996249,0.086534,37.0,7.0,3.0,0.986733,1632381999.0,366963980.0,37.85291,-122.465764,20.933819,0.912055,-0.410068,60.0,46.0,9.0,0.988029,1632381999.0,368106320.0,37.841315,-122.469883,6.079031,0.078313,-0.996929,36.0,12.0,4.0,0.988458,300.0,7.560833333333333,10.0
1632382000.0,338250148.0,37.817925,-122.466221,23.39559,-0.996452,0.084164,37.0,7.0,3.0,0.982311,1632382000.0,366963980.0,37.85287,-122.465652,20.915908,0.912693,-0.408646,60.0,46.0,9.0,0.984043,1632382000.0,368106320.0,37.841287,-122.469881,6.079959,0.077148,-0.99702,36.0,12.0,4.0,0.98461,300.0,7.561111111111111,10.0
1632382001.0,338250148.0,37.817934,-122.466358,23.388747,-0.996647,0.081816,37.0,7.0,3.0,0.977889,1632382001.0,366963980.0,37.852831,-122.465541,20.898151,0.913324,-0.407235,60.0,46.0,9.0,0.98006,1632382001.0,368106320.0,37.841259,-122.469878,6.080879,0.075987,-0.997109,36.0,12.0,4.0,0.980761,300.0,7.561388888888889,10.0
1632382002.0,338250148.0,37.817943,-122.466494,23.381847,-0.996836,0.07949,37.0,7.0,3.0,0.973467,1632382002.0,366963980.0,37.852791,-122.465429,20.880547,0.913947,-0.405835,60.0,46.0,9.0,0.976078,1632382002.0,368106320.0,37.841231,-122.469875,6.081789,0.07483,-0.997196,36.0,12.0,4.0,0.976911,300.0,7.561666666666666,10.0
1632382003.0,338250148.0,37.817952,-122.466631,23.374885,-0.997017,0.077185,37.0,7.0,3.0,0.969046,1632382003.0,366963980.0,37.852752,-122.465317,20.863093,0.914562,-0.404446,60.0,46.0,9.0,0.9721,1632382003.0,368106320.0,37.841203,-122.469872,6.082689,0.073677,-0.997282,36.0,12.0,4.0,0.973061,300.0,7.561944444444444,10.0
1632382004.0,338250148.0,37.81796,-122.466767,23.367859,-0.997191,0.074901,37.0,7.0,3.0,0.964624,1632382004.0,366963980.0,37.852713,-122.465205,20.845788,0.91517,-0.403068,60.0,46.0,9.0,0.968123,1632382004.0,368106320.0,37.841175,-122.46987,6.08358,0.072528,-0.997366,36.0,12.0,4.0,0.96921,300.0,7.562222222222222,10.0
1632382005.0,338250148.0,37.817968,-122.466904,23.360765,-0.997358,0.072638,37.0,7.0,3.0,0.960203,1632382005.0,366963980.0,37.852674,-122.465093,20.828632,0.915771,-0.401702,60.0,46.0,9.0,0.964149,1632382005.0,368106320.0,37.841147,-122.469867,6.084462,0.071383,-0.997449,36.0,12.0,4.0,0.965359,300.0,7.5625,10.0
