Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1633799870.0,338157948.0,37.832947,-122.452945,6.958854,-0.885766,0.464133,36.0,11.0,0.0,1.0,1633799870.0,366864850.0,37.815427,-122.44727,8.541553,-0.924392,0.381443,60.0,19.0,10.0,1.0,1633799870.0,366969980.0,37.84672,-122.44241,24.346073,-0.956956,0.290232,60.0,46.0,9.0,1.0,1633799870.0,366985270.0,37.816512,-122.464244,14.077545,-0.998518,0.054424,60.0,25.0,9.0,1.0,1633799870.0,367145450.0,37.821109,-122.481739,0.269905,0.28641,0.958107,60.0,16.0,9.0,0.999841,1633799870.0,367448870.0,37.821133,-122.479314,10.714489,-0.6885,-0.725236,60.0,18.0,6.0,1.0,1633799870.0,367771580.0,37.814272,-122.520275,4.696678,0.986681,0.162669,60.0,0.0,0.0,1.0,216.5555555555556,6.413888888888889,10.0
1633799871.0,338157948.0,37.832962,-122.452982,6.951733,-0.886367,0.462984,36.0,11.0,0.0,0.996491,1633799871.0,366864850.0,37.815442,-122.447316,8.554686,-0.924288,0.381697,60.0,19.0,10.0,0.997043,1633799871.0,366969980.0,37.846753,-122.442547,24.177177,-0.956661,0.291204,60.0,46.0,9.0,0.994593,1633799871.0,366985270.0,37.816516,-122.464326,14.07754,-0.998536,0.054085,60.0,25.0,9.0,0.995856,1633799871.0,367145450.0,37.82111,-122.481739,0.226283,0.62357,0.781767,60.0,16.0,9.0,1.0,1633799871.0,367448870.0,37.821098,-122.479357,10.677186,-0.688407,-0.725325,60.0,18.0,6.0,0.99665,1633799871.0,367771580.0,37.814276,-122.520248,4.689484,0.986709,0.162499,60.0,0.0,0.0,0.996457,216.56666666666663,6.414166666666667,10.0
1633799872.0,338157948.0,37.832977,-122.453018,6.944589,-0.88698,0.461807,36.0,11.0,0.0,0.992984,1633799872.0,366864850.0,37.815457,-122.447363,8.56762,-0.924195,0.38192,60.0,19.0,10.0,0.994081,1633799872.0,366969980.0,37.846785,-122.442682,24.009563,-0.956367,0.292169,60.0,46.0,9.0,0.989224,1633799872.0,366985270.0,37.816519,-122.464409,14.077421,-0.998556,0.053721,60.0,25.0,9.0,0.991712,1633799872.0,367145450.0,37.821111,-122.481738,0.225505,0.903126,0.429377,60.0,16.0,9.0,0.999964,1633799872.0,367448870.0,37.821062,-122.4794,10.638983,-0.688203,-0.725518,60.0,18.0,6.0,0.993388,1633799872.0,367771580.0,37.814279,-122.520221,4.682301,0.986734,0.162343,60.0,0.0,0.0,0.992919,216.57777777777773,6.414444444444444,10.0
1633799873.0,338157948.0,37.832992,-122.453054,6.937423,-0.887606,0.460603,36.0,11.0,0.0,0.98948,1633799873.0,366864850.0,37.815472,-122.447409,8.580354,-0.924116,0.382113,60.0,19.0,10.0,0.991115,1633799873.0,366969980.0,37.846818,-122.442817,23.843231,-0.956074,0.293126,60.0,46.0,9.0,0.983893,1633799873.0,366985270.0,37.816523,-122.464491,14.07719,-0.998577,0.053332,60.0,25.0,9.0,0.987568,1633799873.0,367145450.0,37.821112,-122.481737,0.265607,0.997604,0.069178,60.0,16.0,9.0,0.999736,1633799873.0,367448870.0,37.821026,-122.479443,10.599881,-0.687887,-0.725818,60.0,18.0,6.0,0.990214,1633799873.0,367771580.0,37.814283,-122.520194,4.675129,0.986758,0.162202,60.0,0.0,0.0,0.989386,216.5888888888889,6.414722222222222,10.0
1633799874.0,338157948.0,37.833007,-122.45309,6.930237,-0.888244,0.459372,36.0,11.0,0.0,0.985979,1633799874.0,366864850.0,37.815487,-122.447456,8.592889,-0.924048,0.382275,60.0,19.0,10.0,0.988145,1633799874.0,366969980.0,37.84685,-122.44295,23.678178,-0.955782,0.294077,60.0,46.0,9.0,0.9786,1633799874.0,366985270.0,37.816526,-122.464573,14.076847,-0.998599,0.05292,60.0,25.0,9.0,0.983424,1633799874.0,367145450.0,37.821112,-122.481735,0.330252,0.98421,-0.177006,60.0,16.0,9.0,0.99932,1633799874.0,367448870.0,37.82099,-122.479486,10.559883,-0.687457,-0.726225,60.0,18.0,6.0,0.987126,1633799874.0,367771580.0,37.814286,-122.520167,4.667966,0.986779,0.162074,60.0,0.0,0.0,0.985859,216.6,6.415,10.0
1633799875.0,338157948.0,37.833022,-122.453126,6.923032,-0.888895,0.458112,36.0,11.0,0.0,0.98248,1633799875.0,366864850.0,37.815502,-122.447502,8.605224,-0.923994,0.382407,60.0,19.0,10.0,0.985171,1633799875.0,366969980.0,37.846882,-122.443083,23.514405,-0.955491,0.29502,60.0,46.0,9.0,0.973344,1633799875.0,366985270.0,37.81653,-122.464656,14.076392,-0.998622,0.052482,60.0,25.0,9.0,0.979281,1633799875.0,367145450.0,37.821111,-122.481733,0.406465,0.944383,-0.328847,60.0,16.0,9.0,0.998721,1633799875.0,367448870.0,37.820955,-122.479528,10.518991,-0.686913,-0.72674,60.0,18.0,6.0,0.984123,1633799875.0,367771580.0,37.81429,-122.52014,4.660815,0.986797,0.16196,60.0,0.0,0.0,0.982338,216.61111111111111,6.415277777777778,10.0
1633799876.0,338157948.0,37.833036,-122.453162,6.915807,-0.889557,0.456824,36.0,11.0,0.0,0.978985,1633799876.0,366864850.0,37.815518,-122.447549,8.617358,-0.923952,0.382509,60.0,19.0,10.0,0.982192,1633799876.0,366969980.0,37.846914,-122.443214,23.35191,-0.955202,0.295955,60.0,46.0,9.0,0.968125,1633799876.0,366985270.0,37.816533,-122.464738,14.075826,-0.998646,0.05202,60.0,25.0,9.0,0.975138,1633799876.0,367145450.0,37.821111,-122.481731,0.487667,0.905201,-0.424985,60.0,16.0,9.0,0.997941,1633799876.0,367448870.0,37.82092,-122.479571,10.477208,-0.686252,-0.727364,60.0,18.0,6.0,0.981204,1633799876.0,367771580.0,37.814293,-122.520113,4.653673,0.986814,0.161861,60.0,0.0,0.0,0.978822,216.62222222222223,6.415555555555556,10.0
1633799877.0,338157948.0,37.833051,-122.453198,6.908564,-0.890232,0.455507,36.0,11.0,0.0,0.975492,1633799877.0,366864850.0,37.815533,-122.447595,8.629293,-0.923922,0.382581,60.0,19.0,10.0,0.97921,1633799877.0,366969980.0,37.846946,-122.443345,23.190691,-0.954914,0.296882,60.0,46.0,9.0,0.962942,1633799877.0,366985270.0,37.816536,-122.46482,14.075149,-0.998671,0.051534,60.0,25.0,9.0,0.970995,1633799877.0,367145450.0,37.82111,-122.481728,0.570733,0.872159,-0.489222,60.0,16.0,9.0,0.996985,1633799877.0,367448870.0,37.820884,-122.479613,10.434541,-0.685472,-0.728099,60.0,18.0,6.0,0.978367,1633799877.0,367771580.0,37.814297,-122.520086,4.646542,0.986827,0.161776,60.0,0.0,0.0,0.975312,216.63333333333333,6.4158333333333335,10.0
1633799878.0,338157948.0,37.833065,-122.453234,6.901304,-0.890919,0.454163,36.0,11.0,0.0,0.972001,1633799878.0,366864850.0,37.815548,-122.447642,8.641028,-0.923904,0.382623,60.0,19.0,10.0,0.976223,1633799878.0,366969980.0,37.846978,-122.443475,23.030749,-0.954628,0.297801,60.0,46.0,9.0,0.957797,1633799878.0,366985270.0,37.81654,-122.464903,14.074362,-0.998697,0.051023,60.0,25.0,9.0,0.966853,1633799878.0,367145450.0,37.821109,-122.481725,0.654097,0.845224,-0.534412,60.0,16.0,9.0,0.995857,1633799878.0,367448870.0,37.820849,-122.479655,10.390993,-0.684571,-0.728946,60.0,18.0,6.0,0.975612,1633799878.0,367771580.0,37.8143,-122.520059,4.639421,0.986839,0.161706,60.0,0.0,0.0,0.971807,216.64444444444445,6.416111111111111,10.0
1633799879.0,338157948.0,37.83308,-122.45327,6.89404,-0.891613,0.452797,36.0,11.0,0.0,0.968514,1633799879.0,366864850.0,37.815563,-122.447689,8.652562,-0.923899,0.382635,60.0,19.0,10.0,0.973232,1633799879.0,366969980.0,37.84701,-122.443604,22.872082,-0.954344,0.298711,60.0,46.0,9.0,0.952687,1633799879.0,366985270.0,37.816543,-122.464985,14.073464,-0.998725,0.050487,60.0,25.0,9.0,0.962711,1633799879.0,367145450.0,37.821107,-122.481722,0.736915,0.8233,-0.567606,60.0,16.0,9.0,0.994559,1633799879.0,367448870.0,37.820814,-122.479696,10.346571,-0.683548,-0.729906,60.0,18.0,6.0,0.972936,1633799879.0,367771580.0,37.814304,-122.520033,4.632311,0.986848,0.16165,60.0,0.0,0.0,0.968308,216.6555555555556,6.416388888888889,10.0
