Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1620563053.0,366864140.0,37.824933,-122.455867,11.936517,-0.956384,0.292112,60.0,17.0,4.0,1.0,1620563053.0,366976780.0,37.81808,-122.480653,2.643777,0.599009,0.800743,60.0,21.0,7.0,1.0,1620563053.0,367080920.0,37.843772,-122.45173,9.071314,-0.509444,0.860504,37.0,10.0,3.0,1.0,1620563053.0,367448040.0,37.83896,-122.45595,7.223658,-0.187,0.98236,60.0,15.0,3.0,1.0,1620563053.0,368052630.0,37.816376,-122.465711,9.335779,-0.991241,0.132067,60.0,42.0,10.0,1.0,1620563053.0,368067190.0,37.852012,-122.452402,6.655044,0.999609,-0.02796,36.0,12.0,4.0,1.0,1620563053.0,538070880.0,37.843781,-122.460721,10.011641,0.699336,-0.714793,37.0,34.0,7.0,1.0,5.202777777777778,1.5608333333333335,10.0
1620563054.0,366864140.0,37.824949,-122.455934,11.927922,-0.95735,0.288931,60.0,17.0,4.0,0.995229,1620563054.0,366976780.0,37.81809,-122.480644,2.678605,0.629873,0.776698,60.0,21.0,7.0,0.999212,1620563054.0,367080920.0,37.843808,-122.451758,9.069126,-0.509772,0.860309,37.0,10.0,3.0,0.99615,1620563054.0,367448040.0,37.838993,-122.455958,7.205667,-0.181199,0.983446,60.0,15.0,3.0,0.996673,1620563054.0,368052630.0,37.816382,-122.465765,9.33993,-0.991188,0.132461,60.0,42.0,10.0,0.996097,1620563054.0,368067190.0,37.852011,-122.452363,6.657976,0.999608,-0.028002,36.0,12.0,4.0,0.996749,1620563054.0,538070880.0,37.843747,-122.46068,10.012181,0.699698,-0.714439,37.0,34.0,7.0,0.996635,5.205555555555556,1.5616666666666668,10.0
1620563055.0,366864140.0,37.824965,-122.456001,11.919243,-0.958279,0.285835,60.0,17.0,4.0,0.990462,1620563055.0,366976780.0,37.8181,-122.480634,2.717486,0.658599,0.752494,60.0,21.0,7.0,0.998384,1620563055.0,367080920.0,37.843844,-122.451785,9.066995,-0.51004,0.860151,37.0,10.0,3.0,0.992301,1620563055.0,367448040.0,37.839026,-122.455966,7.188007,-0.175399,0.984497,60.0,15.0,3.0,0.993346,1620563055.0,368052630.0,37.816388,-122.465819,9.34425,-0.991132,0.132884,60.0,42.0,10.0,0.992193,1620563055.0,368067190.0,37.85201,-122.452324,6.661087,0.999607,-0.02803,36.0,12.0,4.0,0.993497,1620563055.0,538070880.0,37.843714,-122.460639,10.012828,0.700063,-0.714081,37.0,34.0,7.0,0.99327,5.208333333333334,1.5625,10.0
1620563056.0,366864140.0,37.824981,-122.456068,11.910468,-0.959172,0.282824,60.0,17.0,4.0,0.985698,1620563056.0,366976780.0,37.818109,-122.480624,2.760104,0.685228,0.728328,60.0,21.0,7.0,0.997514,1620563056.0,367080920.0,37.84388,-122.451812,9.064921,-0.510246,0.860028,37.0,10.0,3.0,0.988453,1620563056.0,367448040.0,37.839058,-122.455973,7.170675,-0.169601,0.985513,60.0,15.0,3.0,0.990019,1620563056.0,368052630.0,37.816394,-122.465874,9.348737,-0.991071,0.133339,60.0,42.0,10.0,0.988287,1620563056.0,368067190.0,37.852009,-122.452285,6.664379,0.999607,-0.028045,36.0,12.0,4.0,0.990243,1620563056.0,538070880.0,37.843681,-122.460598,10.013582,0.700432,-0.713719,37.0,34.0,7.0,0.989904,5.211111111111111,1.5633333333333337,10.0
1620563057.0,366864140.0,37.824996,-122.456134,11.901587,-0.960029,0.279899,60.0,17.0,4.0,0.980938,1620563057.0,366976780.0,37.818118,-122.480613,2.806146,0.70983,0.704373,60.0,21.0,7.0,0.996605,1620563057.0,367080920.0,37.843916,-122.451839,9.062904,-0.510393,0.859942,37.0,10.0,3.0,0.984605,1620563057.0,367448040.0,37.839091,-122.45598,7.153668,-0.163805,0.986493,60.0,15.0,3.0,0.986693,1620563057.0,368052630.0,37.816399,-122.465928,9.353393,-0.991005,0.133823,60.0,42.0,10.0,0.984379,1620563057.0,368067190.0,37.852008,-122.452246,6.66785,0.999607,-0.028046,36.0,12.0,4.0,0.986988,1620563057.0,538070880.0,37.843648,-122.460557,10.014443,0.700804,-0.713354,37.0,34.0,7.0,0.986538,5.2138888888888895,1.5641666666666667,10.0
1620563058.0,366864140.0,37.825012,-122.456201,11.892589,-0.960853,0.27706,60.0,17.0,4.0,0.976182,1620563058.0,366976780.0,37.818127,-122.480601,2.85531,0.73249,0.680778,60.0,21.0,7.0,0.995655,1620563058.0,367080920.0,37.843952,-122.451866,9.060943,-0.510478,0.859891,37.0,10.0,3.0,0.980758,1620563058.0,367448040.0,37.839124,-122.455987,7.136984,-0.158014,0.987437,60.0,15.0,3.0,0.983366,1620563058.0,368052630.0,37.816405,-122.465982,9.358218,-0.990936,0.134338,60.0,42.0,10.0,0.980469,1620563058.0,368067190.0,37.852008,-122.452207,6.671501,0.999607,-0.028033,36.0,12.0,4.0,0.983731,1620563058.0,538070880.0,37.843615,-122.460516,10.01541,0.70118,-0.712984,37.0,34.0,7.0,0.98317,5.216666666666667,1.5650000000000002,10.0
1620563059.0,366864140.0,37.825027,-122.456268,11.883466,-0.961642,0.274308,60.0,17.0,4.0,0.971429,1620563059.0,366976780.0,37.818136,-122.480589,2.907304,0.753311,0.657664,60.0,21.0,7.0,0.994665,1620563059.0,367080920.0,37.843988,-122.451893,9.059037,-0.510502,0.859877,37.0,10.0,3.0,0.976912,1620563059.0,367448040.0,37.839156,-122.455994,7.120619,-0.152226,0.988346,60.0,15.0,3.0,0.98004,1620563059.0,368052630.0,37.816411,-122.466037,9.363212,-0.990861,0.134883,60.0,42.0,10.0,0.976558,1620563059.0,368067190.0,37.852007,-122.452168,6.675333,0.999608,-0.028007,36.0,12.0,4.0,0.980472,1620563059.0,538070880.0,37.843582,-122.460474,10.016485,0.701559,-0.712611,37.0,34.0,7.0,0.979802,5.219444444444445,1.5658333333333334,10.0
1620563060.0,366864140.0,37.825042,-122.456335,11.874207,-0.962398,0.271642,60.0,17.0,4.0,0.966681,1620563060.0,366976780.0,37.818145,-122.480576,2.96185,0.772402,0.635134,60.0,21.0,7.0,0.993636,1620563060.0,367080920.0,37.844025,-122.45192,9.057188,-0.510466,0.859898,37.0,10.0,3.0,0.973066,1620563060.0,367448040.0,37.839189,-122.456,7.104571,-0.146444,0.989219,60.0,15.0,3.0,0.976713,1620563060.0,368052630.0,37.816417,-122.466091,9.368375,-0.990783,0.135459,60.0,42.0,10.0,0.972645,1620563060.0,368067190.0,37.852006,-122.452129,6.679344,0.999609,-0.027968,36.0,12.0,4.0,0.977211,1620563060.0,538070880.0,37.843549,-122.460433,10.017667,0.701942,-0.712235,37.0,34.0,7.0,0.976433,5.222222222222222,1.5666666666666669,10.0
1620563061.0,366864140.0,37.825057,-122.456402,11.864802,-0.963123,0.269063,60.0,17.0,4.0,0.961937,1620563061.0,366976780.0,37.818154,-122.480562,3.018686,0.789876,0.613267,60.0,21.0,7.0,0.992568,1620563061.0,367080920.0,37.844061,-122.451947,9.055394,-0.510368,0.859956,37.0,10.0,3.0,0.969222,1620563061.0,367448040.0,37.839221,-122.456006,7.088836,-0.140668,0.990057,60.0,15.0,3.0,0.973386,1620563061.0,368052630.0,37.816423,-122.466145,9.37371,-0.9907,0.136064,60.0,42.0,10.0,0.968729,1620563061.0,368067190.0,37.852005,-122.452089,6.683535,0.99961,-0.027915,36.0,12.0,4.0,0.973948,1620563061.0,538070880.0,37.843516,-122.460392,10.018956,0.702327,-0.711854,37.0,34.0,7.0,0.973064,5.2250000000000005,1.5675,10.0
1620563062.0,366864140.0,37.825072,-122.456469,11.855243,-0.963815,0.266571,60.0,17.0,4.0,0.957197,1620563062.0,366976780.0,37.818163,-122.480548,3.077565,0.805849,0.59212,60.0,21.0,7.0,0.991461,1620563062.0,367080920.0,37.844097,-122.451974,9.053657,-0.51021,0.86005,37.0,10.0,3.0,0.965378,1620563062.0,367448040.0,37.839254,-122.456012,7.073411,-0.134899,0.990859,60.0,15.0,3.0,0.970058,1620563062.0,368052630.0,37.816429,-122.4662,9.379215,-0.990613,0.136699,60.0,42.0,10.0,0.964812,1620563062.0,368067190.0,37.852004,-122.45205,6.687906,0.999612,-0.027849,36.0,12.0,4.0,0.970684,1620563062.0,538070880.0,37.843483,-122.460351,10.020352,0.702716,-0.71147,37.0,34.0,7.0,0.969693,5.227777777777778,1.5683333333333334,10.0
1620563063.0,366864140.0,37.825086,-122.456536,11.845521,-0.964477,0.264168,60.0,17.0,4.0,0.952461,1620563063.0,366976780.0,37.818171,-122.480534,3.138256,0.820436,0.571739,60.0,21.0,7.0,0.990316,1620563063.0,367080920.0,37.844133,-122.452001,9.051976,-0.50999,0.86018,37.0,10.0,3.0,0.961535,1620563063.0,367448040.0,37.839286,-122.456017,7.058294,-0.129137,0.991627,60.0,15.0,3.0,0.96673,1620563063.0,368052630.0,37.816435,-122.466254,9.384891,-0.990521,0.137364,60.0,42.0,10.0,0.960893,1620563063.0,368067190.0,37.852003,-122.452011,6.692457,0.999614,-0.02777,36.0,12.0,4.0,0.967417,1620563063.0,538070880.0,37.84345,-122.46031,10.021856,0.703109,-0.711082,37.0,34.0,7.0,0.966321,5.230555555555556,1.5691666666666668,10.0
