Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1637405597.0,338096000.0,37.824533,-122.478771,9.25044,-0.852038,-0.52348,60.0,19.0,4.0,1.0,1637405597.0,338246396.0,37.839889,-122.450536,5.551,-0.278373,0.960473,36.0,12.0,4.0,1.0,1637405597.0,338398241.0,37.85211,-122.47103,3.712021,0.921077,-0.389381,36.0,12.0,5.0,1.0,1637405597.0,366864140.0,37.81353,-122.44969,10.724335,-0.994963,-0.100238,60.0,17.0,4.0,1.0,1637405597.0,367098550.0,37.826874,-122.448024,4.544217,-0.954053,-0.299637,31.0,35.0,9.0,1.0,1637405597.0,367389640.0,37.814979,-122.472204,11.285603,-0.999806,0.019704,60.0,21.0,7.0,0.743463,1637405597.0,367503140.0,37.838636,-122.470507,8.47837,0.114603,-0.993411,60.0,12.0,0.0,1.0,1637405597.0,367636150.0,37.832522,-122.471592,5.797997,-0.41512,-0.909766,60.0,11.0,0.0,1.0,0.0,0.0,10.0
1637405598.0,338096000.0,37.82451,-122.478817,9.23006,-0.853865,-0.520495,60.0,19.0,4.0,0.998214,1637405598.0,338246396.0,37.839913,-122.450545,5.550496,-0.279269,0.960213,36.0,12.0,4.0,0.996639,1637405598.0,338398241.0,37.852103,-122.47101,3.771434,0.915642,-0.401994,36.0,12.0,5.0,0.998035,1637405598.0,366864140.0,37.813525,-122.449753,10.721144,-0.995031,-0.099565,60.0,17.0,4.0,0.997428,1637405598.0,367098550.0,37.826868,-122.44805,4.550193,-0.953915,-0.300076,31.0,35.0,9.0,0.998024,1637405598.0,367389640.0,37.81498,-122.47227,11.261034,-0.999771,0.021411,60.0,21.0,7.0,0.745666,1637405598.0,367503140.0,37.838597,-122.470502,8.478651,0.113589,-0.993528,60.0,12.0,0.0,0.998539,1637405598.0,367636150.0,37.832497,-122.471606,5.798093,-0.414617,-0.909996,60.0,11.0,0.0,0.998063,0.0,0.0,10.0
1637405599.0,338096000.0,37.824488,-122.478863,9.209479,-0.855678,-0.517508,60.0,19.0,4.0,0.996429,1637405599.0,338246396.0,37.839938,-122.450554,5.549966,-0.280222,0.959935,36.0,12.0,4.0,0.99328,1637405599.0,338398241.0,37.852096,-122.47099,3.830857,0.910284,-0.413984,36.0,12.0,5.0,0.996048,1637405599.0,366864140.0,37.81352,-122.449815,10.717804,-0.995098,-0.098889,60.0,17.0,4.0,0.994857,1637405599.0,367098550.0,37.826862,-122.448075,4.555875,-0.953792,-0.300468,31.0,35.0,9.0,0.996046,1637405599.0,367389640.0,37.814981,-122.472336,11.237293,-0.999732,0.023162,60.0,21.0,7.0,0.747865,1637405599.0,367503140.0,37.838558,-122.470496,8.4787,0.112496,-0.993652,60.0,12.0,0.0,0.997078,1637405599.0,367636150.0,37.832473,-122.47162,5.798384,-0.414012,-0.910271,60.0,11.0,0.0,0.996127,0.0,0.0,10.0
1637405600.0,338096000.0,37.824466,-122.478909,9.188696,-0.857479,-0.514519,60.0,19.0,4.0,0.994646,1637405600.0,338246396.0,37.839963,-122.450563,5.54941,-0.28123,0.95964,36.0,12.0,4.0,0.989921,1637405600.0,338398241.0,37.852089,-122.470969,3.890234,0.905013,-0.425385,36.0,12.0,5.0,0.994039,1637405600.0,366864140.0,37.813515,-122.449878,10.714313,-0.995166,-0.09821,60.0,17.0,4.0,0.992286,1637405600.0,367098550.0,37.826855,-122.4481,4.561262,-0.953683,-0.300813,31.0,35.0,9.0,0.994065,1637405600.0,367389640.0,37.814982,-122.472402,11.214683,-0.999689,0.024954,60.0,21.0,7.0,0.750058,1637405600.0,367503140.0,37.838519,-122.47049,8.47852,0.111324,-0.993784,60.0,12.0,0.0,0.995618,1637405600.0,367636150.0,37.832448,-122.471635,5.798872,-0.413307,-0.910592,60.0,11.0,0.0,0.994193,0.0,0.0,10.0
1637405601.0,338096000.0,37.824444,-122.478955,9.16771,-0.859267,-0.511527,60.0,19.0,4.0,0.992866,1637405601.0,338246396.0,37.839987,-122.450572,5.548829,-0.282295,0.959328,36.0,12.0,4.0,0.986563,1637405601.0,338398241.0,37.852081,-122.470949,3.949511,0.899835,-0.43623,36.0,12.0,5.0,0.992009,1637405601.0,366864140.0,37.81351,-122.44994,10.710674,-0.995233,-0.097528,60.0,17.0,4.0,0.989716,1637405601.0,367098550.0,37.826849,-122.448126,4.566354,-0.953588,-0.301113,31.0,35.0,9.0,0.992082,1637405601.0,367389640.0,37.814984,-122.472467,11.193206,-0.999641,0.026786,60.0,21.0,7.0,0.752246,1637405601.0,367503140.0,37.83848,-122.470485,8.478112,0.110073,-0.993924,60.0,12.0,0.0,0.994158,1637405601.0,367636150.0,37.832424,-122.471649,5.799559,-0.4125,-0.910958,60.0,11.0,0.0,0.992259,0.0,0.0,10.0
1637405602.0,338096000.0,37.824423,-122.479002,9.14652,-0.861043,-0.508533,60.0,19.0,4.0,0.991087,1637405602.0,338246396.0,37.840012,-122.450582,5.548224,-0.283416,0.958997,36.0,12.0,4.0,0.983206,1637405602.0,338398241.0,37.852073,-122.470928,4.008638,0.894759,-0.44655,36.0,12.0,5.0,0.989957,1637405602.0,366864140.0,37.813505,-122.450003,10.706884,-0.9953,-0.096843,60.0,17.0,4.0,0.987147,1637405602.0,367098550.0,37.826843,-122.448151,4.57115,-0.953508,-0.301368,31.0,35.0,9.0,0.990097,1637405602.0,367389640.0,37.814985,-122.472533,11.172864,-0.999589,0.028658,60.0,21.0,7.0,0.75443,1637405602.0,367503140.0,37.838441,-122.470479,8.477479,0.108743,-0.99407,60.0,12.0,0.0,0.992697,1637405602.0,367636150.0,37.8324,-122.471663,5.800446,-0.411593,-0.911368,60.0,11.0,0.0,0.990327,0.0,0.0,10.0
1637405603.0,338096000.0,37.824401,-122.479048,9.125124,-0.862806,-0.505535,60.0,19.0,4.0,0.98931,1637405603.0,338246396.0,37.840037,-122.450591,5.547598,-0.284594,0.958648,36.0,12.0,4.0,0.97985,1637405603.0,338398241.0,37.852065,-122.470907,4.067572,0.889788,-0.456375,36.0,12.0,5.0,0.987884,1637405603.0,366864140.0,37.8135,-122.450065,10.702945,-0.995366,-0.096155,60.0,17.0,4.0,0.984579,1637405603.0,367098550.0,37.826836,-122.448177,4.575652,-0.953442,-0.301577,31.0,35.0,9.0,0.98811,1637405603.0,367389640.0,37.814986,-122.472598,11.153661,-0.999533,0.030569,60.0,21.0,7.0,0.756609,1637405603.0,367503140.0,37.838402,-122.470474,8.476625,0.107333,-0.994223,60.0,12.0,0.0,0.991237,1637405603.0,367636150.0,37.832375,-122.471677,5.801535,-0.410585,-0.911822,60.0,11.0,0.0,0.988396,0.0,0.0,10.0
1637405604.0,338096000.0,37.82438,-122.479094,9.103521,-0.864557,-0.502535,60.0,19.0,4.0,0.987536,1637405604.0,338246396.0,37.840061,-122.4506,5.54695,-0.285827,0.958281,36.0,12.0,4.0,0.976495,1637405604.0,338398241.0,37.852056,-122.470886,4.126268,0.884926,-0.465731,36.0,12.0,5.0,0.985791,1637405604.0,366864140.0,37.813496,-122.450127,10.698857,-0.995433,-0.095463,60.0,17.0,4.0,0.982012,1637405604.0,367098550.0,37.82683,-122.448202,4.579858,-0.95339,-0.301741,31.0,35.0,9.0,0.986121,1637405604.0,367389640.0,37.814988,-122.472664,11.135598,-0.999471,0.032519,60.0,21.0,7.0,0.758784,1637405604.0,367503140.0,37.838363,-122.470469,8.475551,0.105844,-0.994383,60.0,12.0,0.0,0.989777,1637405604.0,367636150.0,37.832351,-122.47169,5.802829,-0.409476,-0.912321,60.0,11.0,0.0,0.986466,0.0,0.0,10.0
1637405605.0,338096000.0,37.824359,-122.47914,9.08171,-0.866296,-0.499531,60.0,19.0,4.0,0.985763,1637405605.0,338246396.0,37.840086,-122.450609,5.546282,-0.287116,0.957896,36.0,12.0,4.0,0.973142,1637405605.0,338398241.0,37.852048,-122.470864,4.184688,0.880178,-0.474645,36.0,12.0,5.0,0.983676,1637405605.0,366864140.0,37.813491,-122.45019,10.694619,-0.995499,-0.094769,60.0,17.0,4.0,0.979445,1637405605.0,367098550.0,37.826823,-122.448228,4.583768,-0.953353,-0.301859,31.0,35.0,9.0,0.98413,1637405605.0,367389640.0,37.81499,-122.472729,11.118677,-0.999404,0.034507,60.0,21.0,7.0,0.760955,1637405605.0,367503140.0,37.838324,-122.470463,8.474261,0.104276,-0.994548,60.0,12.0,0.0,0.988316,1637405605.0,367636150.0,37.832326,-122.471704,5.804329,-0.408266,-0.912863,60.0,11.0,0.0,0.984537,0.0,0.0,10.0
1637405606.0,338096000.0,37.824338,-122.479186,9.059691,-0.868023,-0.496524,60.0,19.0,4.0,0.983993,1637405606.0,338246396.0,37.84011,-122.450619,5.545595,-0.288461,0.957492,36.0,12.0,4.0,0.969789,1637405606.0,338398241.0,37.852038,-122.470843,4.242795,0.875543,-0.48314,36.0,12.0,5.0,0.981542,1637405606.0,366864140.0,37.813486,-122.450252,10.690232,-0.995566,-0.094071,60.0,17.0,4.0,0.976879,1637405606.0,367098550.0,37.826817,-122.448254,4.587383,-0.953329,-0.301933,31.0,35.0,9.0,0.982138,1637405606.0,367389640.0,37.814992,-122.472794,11.102901,-0.999332,0.036534,60.0,21.0,7.0,0.763122,1637405606.0,367503140.0,37.838285,-122.470458,8.472759,0.102628,-0.99472,60.0,12.0,0.0,0.986855,1637405606.0,367636150.0,37.832302,-122.471718,5.806039,-0.406955,-0.913448,60.0,11.0,0.0,0.982611,0.0,0.0,10.0
