Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1632068583.0,338303301.0,37.837811,-122.446148,4.051066,0.175593,0.984463,36.0,7.0,5.0,1.0,1632068583.0,338348149.0,37.81401,-122.45771,13.817664,0.928633,-0.371,51.0,8.0,7.0,1.0,1632068583.0,338398241.0,37.814408,-122.462976,3.1352,-0.552272,0.833664,36.0,12.0,5.0,0.729835,1632068583.0,366866080.0,37.817702,-122.457604,3.938658,0.72983,-0.683629,36.0,13.0,11.0,1.0,1632068583.0,367310560.0,37.801872,-122.484253,13.352409,0.331079,0.943603,60.0,19.0,6.0,1.0,1632068583.0,367389640.0,37.818781,-122.479878,8.251037,-0.814793,0.579751,60.0,21.0,7.0,0.990001,1632068583.0,368052630.0,37.817462,-122.473957,12.132639,-0.979382,0.202016,60.0,42.0,10.0,0.695176,1632068583.0,368084240.0,37.806663,-122.499516,6.76332,0.88276,0.469824,52.0,34.0,10.0,1.0,223.22857142857143,4.292857142857144,10.0
1632068584.0,338303301.0,37.837829,-122.446144,4.012731,0.177269,0.984162,36.0,7.0,5.0,0.997933,1632068584.0,338348149.0,37.813986,-122.457635,13.76099,0.929747,-0.3682,51.0,8.0,7.0,0.99493,1632068584.0,338398241.0,37.814421,-122.462986,3.141357,-0.551386,0.83425,36.0,12.0,5.0,0.731657,1632068584.0,366866080.0,37.81769,-122.457588,3.941184,0.730082,-0.683359,36.0,13.0,11.0,0.998218,1632068584.0,367310560.0,37.801931,-122.484227,13.371124,0.330733,0.943724,60.0,19.0,6.0,0.999009,1632068584.0,367389640.0,37.818803,-122.479918,8.086378,-0.798734,0.601684,60.0,21.0,7.0,0.991142,1632068584.0,368052630.0,37.817474,-122.474027,12.12238,-0.979287,0.202478,60.0,42.0,10.0,0.698541,1632068584.0,368084240.0,37.806677,-122.499481,6.765674,0.882836,0.469681,52.0,34.0,10.0,0.998015,223.35238095238097,4.295238095238096,10.0
1632068585.0,338303301.0,37.837848,-122.446139,3.974416,0.178937,0.983861,36.0,7.0,5.0,0.995888,1632068585.0,338348149.0,37.813963,-122.45756,13.705044,0.930851,-0.365399,51.0,8.0,7.0,0.989882,1632068585.0,338398241.0,37.814433,-122.462996,3.147368,-0.550576,0.834785,36.0,12.0,5.0,0.733482,1632068585.0,366866080.0,37.817677,-122.457571,3.943823,0.730341,-0.683082,36.0,13.0,11.0,0.996435,1632068585.0,367310560.0,37.801989,-122.484201,13.389673,0.330382,0.943847,60.0,19.0,6.0,0.998019,1632068585.0,367389640.0,37.818826,-122.479955,7.924355,-0.781036,0.624486,60.0,21.0,7.0,0.992221,1632068585.0,368052630.0,37.817485,-122.474096,12.110431,-0.979202,0.20289,60.0,42.0,10.0,0.701915,1632068585.0,368084240.0,37.806692,-122.499446,6.768076,0.882887,0.469586,52.0,34.0,10.0,0.99603,223.47619047619048,4.297619047619048,10.0
1632068586.0,338303301.0,37.837866,-122.446135,3.936121,0.180597,0.983557,36.0,7.0,5.0,0.993867,1632068586.0,338348149.0,37.81394,-122.457485,13.649826,0.931946,-0.362597,51.0,8.0,7.0,0.984856,1632068586.0,338398241.0,37.814445,-122.463007,3.153232,-0.549843,0.835268,36.0,12.0,5.0,0.73531,1632068586.0,366866080.0,37.817665,-122.457554,3.946574,0.730608,-0.682797,36.0,13.0,11.0,0.994651,1632068586.0,367310560.0,37.802047,-122.484176,13.408057,0.330025,0.943972,60.0,19.0,6.0,0.997029,1632068586.0,367389640.0,37.818849,-122.479992,7.765759,-0.761538,0.64812,60.0,21.0,7.0,0.993235,1632068586.0,368052630.0,37.817496,-122.474166,12.096791,-0.979127,0.203252,60.0,42.0,10.0,0.705299,1632068586.0,368084240.0,37.806707,-122.499411,6.770526,0.882912,0.469539,52.0,34.0,10.0,0.994045,223.6,4.300000000000001,10.0
1632068587.0,338303301.0,37.837884,-122.446131,3.897844,0.18225,0.983252,36.0,7.0,5.0,0.991869,1632068587.0,338348149.0,37.813917,-122.457411,13.595332,0.933032,-0.359795,51.0,8.0,7.0,0.979851,1632068587.0,338398241.0,37.814457,-122.463017,3.158947,-0.549186,0.8357,36.0,12.0,5.0,0.737141,1632068587.0,366866080.0,37.817652,-122.457537,3.949439,0.730881,-0.682505,36.0,13.0,11.0,0.992865,1632068587.0,367310560.0,37.802106,-122.48415,13.426276,0.329662,0.944099,60.0,19.0,6.0,0.99604,1632068587.0,367389640.0,37.818872,-122.480026,7.611462,-0.740068,0.672532,60.0,21.0,7.0,0.994185,1632068587.0,368052630.0,37.817508,-122.474235,12.081461,-0.979062,0.203563,60.0,42.0,10.0,0.708692,1632068587.0,368084240.0,37.806721,-122.499376,6.773025,0.882912,0.469539,52.0,34.0,10.0,0.992058,223.7238095238096,4.302380952380953,10.0
1632068588.0,338303301.0,37.837901,-122.446127,3.859586,0.183894,0.982946,36.0,7.0,5.0,0.989893,1632068588.0,338348149.0,37.813894,-122.457336,13.541561,0.934107,-0.356993,51.0,8.0,7.0,0.974866,1632068588.0,338398241.0,37.814469,-122.463027,3.164513,-0.548605,0.836082,36.0,12.0,5.0,0.738975,1632068588.0,366866080.0,37.81764,-122.45752,3.952399,0.73116,-0.682206,36.0,13.0,11.0,0.991077,1632068588.0,367310560.0,37.802165,-122.484124,13.44433,0.329293,0.944228,60.0,19.0,6.0,0.995051,1632068588.0,367389640.0,37.818896,-122.480059,7.462409,-0.716451,0.697637,60.0,21.0,7.0,0.995068,1632068588.0,368052630.0,37.817519,-122.474304,12.064439,-0.979007,0.203825,60.0,42.0,10.0,0.712094,1632068588.0,368084240.0,37.806736,-122.499341,6.775571,0.882886,0.469587,52.0,34.0,10.0,0.990071,223.84761904761905,4.3047619047619055,10.0
1632068589.0,338303301.0,37.837919,-122.446123,3.821345,0.185529,0.982639,36.0,7.0,5.0,0.98794,1632068589.0,338348149.0,37.813872,-122.457262,13.488511,0.935173,-0.354192,51.0,8.0,7.0,0.969903,1632068589.0,338398241.0,37.814481,-122.463037,3.16993,-0.548099,0.836414,36.0,12.0,5.0,0.740811,1632068589.0,366866080.0,37.817628,-122.457503,3.955388,0.731439,-0.681907,36.0,13.0,11.0,0.989288,1632068589.0,367310560.0,37.802223,-122.484098,13.462218,0.328919,0.944358,60.0,19.0,6.0,0.994064,1632068589.0,367389640.0,37.81892,-122.480091,7.31963,-0.690509,0.723324,60.0,21.0,7.0,0.995883,1632068589.0,368052630.0,37.817531,-122.474374,12.045724,-0.978963,0.204037,60.0,42.0,10.0,0.715504,1632068589.0,368084240.0,37.806751,-122.499306,6.778166,0.882835,0.469683,52.0,34.0,10.0,0.988084,223.9714285714286,4.307142857142858,10.0
1632068590.0,338303301.0,37.837936,-122.446119,3.783123,0.187156,0.98233,36.0,7.0,5.0,0.986009,1632068590.0,338348149.0,37.81385,-122.457188,13.43618,0.936228,-0.351392,51.0,8.0,7.0,0.96496,1632068590.0,338398241.0,37.814494,-122.463047,3.175196,-0.547668,0.836695,36.0,12.0,5.0,0.742651,1632068590.0,366866080.0,37.817615,-122.457486,3.95839,0.731716,-0.681609,36.0,13.0,11.0,0.987498,1632068590.0,367310560.0,37.802282,-122.484072,13.479942,0.32854,0.94449,60.0,19.0,6.0,0.993077,1632068590.0,367389640.0,37.818944,-122.48012,7.184233,-0.662069,0.749443,60.0,21.0,7.0,0.996629,1632068590.0,368052630.0,37.817542,-122.474443,12.025317,-0.97893,0.204198,60.0,42.0,10.0,0.718921,1632068590.0,368084240.0,37.806766,-122.499271,6.780809,0.882759,0.469826,52.0,34.0,10.0,0.986096,224.0952380952381,4.30952380952381,10.0
1632068591.0,338303301.0,37.837953,-122.446114,3.744917,0.188774,0.98202,36.0,7.0,5.0,0.984101,1632068591.0,338348149.0,37.813828,-122.457115,13.384567,0.937273,-0.348595,51.0,8.0,7.0,0.960038,1632068591.0,338398241.0,37.814506,-122.463057,3.180312,-0.547313,0.836928,36.0,12.0,5.0,0.744493,1632068591.0,366866080.0,37.817603,-122.457469,3.961404,0.731992,-0.681313,36.0,13.0,11.0,0.985706,1632068591.0,367310560.0,37.802341,-122.484046,13.497502,0.328155,0.944624,60.0,19.0,6.0,0.992091,1632068591.0,367389640.0,37.818969,-122.480148,7.057406,-0.63097,0.775807,60.0,21.0,7.0,0.997304,1632068591.0,368052630.0,37.817553,-122.474512,12.003218,-0.978906,0.204309,60.0,42.0,10.0,0.722345,1632068591.0,368084240.0,37.80678,-122.499236,6.783501,0.882658,0.470016,52.0,34.0,10.0,0.984107,224.2190476190476,4.311904761904763,10.0
1632068592.0,338303301.0,37.83797,-122.44611,3.706728,0.190383,0.98171,36.0,7.0,5.0,0.982215,1632068592.0,338348149.0,37.813806,-122.457041,13.333668,0.938308,-0.3458,51.0,8.0,7.0,0.955135,1632068592.0,338398241.0,37.814518,-122.463068,3.185278,-0.547031,0.837112,36.0,12.0,5.0,0.746338,1632068592.0,366866080.0,37.81759,-122.457452,3.96443,0.732266,-0.681018,36.0,13.0,11.0,0.983912,1632068592.0,367310560.0,37.8024,-122.48402,13.514884,0.327765,0.944759,60.0,19.0,6.0,0.991106,1632068592.0,367389640.0,37.818994,-122.480174,6.940409,-0.597074,0.802186,60.0,21.0,7.0,0.997907,1632068592.0,368052630.0,37.817565,-122.47458,11.979425,-0.978894,0.20437,60.0,42.0,10.0,0.725775,1632068592.0,368084240.0,37.806795,-122.499201,6.786242,0.882531,0.470254,52.0,34.0,10.0,0.982117,224.3428571428572,4.314285714285715,10.0
