Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1625046660.0,368060190.0,37.822394,-122.451789,18.60536,-0.998765,0.049689,50.0,21.0,6.0,1.0,289.5744680851064,8.170212765957446,10.0
1625046661.0,368060190.0,37.822398,-122.451898,18.606754,-0.998767,0.049638,50.0,21.0,6.0,0.997532,289.57801418439715,8.168794326241134,10.0
1625046662.0,368060190.0,37.822402,-122.452007,18.60819,-0.99877,0.049582,50.0,21.0,6.0,0.995064,289.581560283688,8.167375886524823,10.0
1625046663.0,368060190.0,37.822407,-122.452116,18.609667,-0.998773,0.049523,50.0,21.0,6.0,0.992595,289.5851063829787,8.16595744680851,10.0
1625046664.0,368060190.0,37.822411,-122.452225,18.611187,-0.998776,0.04946,50.0,21.0,6.0,0.990127,289.5886524822695,8.164539007092198,10.0
1625046665.0,368060190.0,37.822415,-122.452334,18.612749,-0.998779,0.049394,50.0,21.0,6.0,0.987658,289.5921985815603,8.163120567375886,10.0
1625046666.0,368060190.0,37.822419,-122.452443,18.614353,-0.998783,0.049323,50.0,21.0,6.0,0.985189,289.59574468085106,8.161702127659574,10.0
1625046667.0,368060190.0,37.822424,-122.452551,18.615998,-0.998787,0.049249,50.0,21.0,6.0,0.98272,289.59929078014187,8.160283687943263,10.0
1625046668.0,368060190.0,37.822428,-122.45266,18.617686,-0.99879,0.049171,50.0,21.0,6.0,0.980251,289.60283687943263,8.15886524822695,10.0
1625046669.0,368060190.0,37.822432,-122.452769,18.619416,-0.998794,0.049089,50.0,21.0,6.0,0.977781,289.6063829787234,8.157446808510638,10.0
1625046670.0,368060190.0,37.822436,-122.452878,18.621188,-0.998799,0.049003,50.0,21.0,6.0,0.975311,289.6099290780142,8.156028368794326,10.0
1625046671.0,368060190.0,37.822441,-122.452987,18.623002,-0.998803,0.048914,50.0,21.0,6.0,0.972841,289.61347517730496,8.154609929078013,10.0
1625046672.0,368060190.0,37.822445,-122.453096,18.624859,-0.998808,0.048821,50.0,21.0,6.0,0.970371,289.6170212765957,8.153191489361703,10.0
1625046673.0,368060190.0,37.822449,-122.453205,18.626757,-0.998812,0.048724,50.0,21.0,6.0,0.967901,289.62056737588654,8.15177304964539,10.0
1625046674.0,368060190.0,37.822453,-122.453314,18.628698,-0.998817,0.048623,50.0,21.0,6.0,0.965431,289.6241134751773,8.150354609929078,10.0
1625046675.0,368060190.0,37.822457,-122.453423,18.630681,-0.998822,0.048518,50.0,21.0,6.0,0.96296,289.6276595744681,8.148936170212766,10.0
1625046676.0,368060190.0,37.822462,-122.453532,18.632706,-0.998828,0.04841,50.0,21.0,6.0,0.960489,289.63120567375887,8.147517730496453,10.0
1625046677.0,368060190.0,37.822466,-122.453641,18.634773,-0.998833,0.048298,50.0,21.0,6.0,0.958018,289.63475177304963,8.146099290780143,10.0
1625046678.0,368060190.0,37.82247,-122.45375,18.636857,-0.998839,0.048177,50.0,21.0,6.0,0.955546,289.63829787234044,8.144680851063828,10.0
1625046679.0,368060190.0,37.822474,-122.453859,18.638856,-0.998846,0.048032,50.0,21.0,6.0,0.953074,289.6418439716312,8.143262411347518,10.0
1625046680.0,368060190.0,37.822478,-122.453968,18.640744,-0.998854,0.047857,50.0,21.0,6.0,0.950602,289.645390070922,8.141843971631205,10.0
1625046681.0,368060190.0,37.822482,-122.454077,18.642522,-0.998864,0.047652,50.0,21.0,6.0,0.94813,289.6489361702128,8.140425531914893,10.0
1625046682.0,368060190.0,37.822487,-122.454186,18.644189,-0.998875,0.047417,50.0,21.0,6.0,0.945658,289.65248226950354,8.13900709219858,10.0
1625046683.0,368060190.0,37.822491,-122.454295,18.645747,-0.998888,0.047153,50.0,21.0,6.0,0.943185,289.65602836879435,8.137588652482268,10.0
1625046684.0,368060190.0,37.822495,-122.454404,18.647195,-0.998901,0.04686,50.0,21.0,6.0,0.940712,289.6595744680851,8.136170212765958,10.0
1625046685.0,368060190.0,37.822499,-122.454513,18.648535,-0.998917,0.046536,50.0,21.0,6.0,0.938239,289.66312056737587,8.134751773049645,10.0
1625046686.0,368060190.0,37.822503,-122.454623,18.649767,-0.998933,0.046183,50.0,21.0,6.0,0.935766,289.6666666666667,8.133333333333333,10.0
1625046687.0,368060190.0,37.822507,-122.454732,18.650891,-0.998951,0.045801,50.0,21.0,6.0,0.933293,289.67021276595744,8.13191489361702,10.0
1625046688.0,368060190.0,37.822511,-122.454841,18.651908,-0.998969,0.045389,50.0,21.0,6.0,0.930819,289.6737588652482,8.130496453900708,10.0
1625046689.0,368060190.0,37.822515,-122.45495,18.652818,-0.998989,0.044947,50.0,21.0,6.0,0.928345,289.677304964539,8.129078014184397,10.0
1625046690.0,368060190.0,37.822518,-122.455059,18.653624,-0.99901,0.044475,50.0,21.0,6.0,0.925871,289.6808510638298,8.127659574468085,10.0
1625046691.0,368060190.0,37.822522,-122.455168,18.654324,-0.999033,0.043974,50.0,21.0,6.0,0.923397,289.6843971631206,8.126241134751773,10.0
1625046692.0,368060190.0,37.822526,-122.455277,18.65492,-0.999056,0.043444,50.0,21.0,6.0,0.920923,289.6879432624113,8.12482269503546,10.0
1625046693.0,368060190.0,37.82253,-122.455387,18.655414,-0.99908,0.042883,50.0,21.0,6.0,0.918449,289.6914893617021,8.123404255319148,10.0
1625046694.0,368060190.0,37.822534,-122.455496,18.655805,-0.999105,0.042293,50.0,21.0,6.0,0.915974,289.6950354609929,8.121985815602837,10.0
1625046695.0,368060190.0,37.822537,-122.455605,18.656095,-0.999131,0.041673,50.0,21.0,6.0,0.913499,289.6985815602837,8.120567375886525,10.0
1625046696.0,368060190.0,37.822541,-122.455714,18.656285,-0.999158,0.041024,50.0,21.0,6.0,0.911025,289.70212765957444,8.119148936170212,10.0
1625046697.0,368060190.0,37.822544,-122.455823,18.656375,-0.999186,0.040345,50.0,21.0,6.0,0.90855,289.70567375886526,8.1177304964539,10.0
1625046698.0,368060190.0,37.822548,-122.455932,18.656368,-0.999214,0.039636,50.0,21.0,6.0,0.906075,289.709219858156,8.116312056737588,10.0
1625046699.0,368060190.0,37.822551,-122.456042,18.656265,-0.999243,0.038898,50.0,21.0,6.0,0.9036,289.71276595744683,8.114893617021277,10.0
1625046700.0,368060190.0,37.822555,-122.456151,18.656065,-0.999273,0.038129,50.0,21.0,6.0,0.901125,289.7163120567376,8.113475177304965,10.0
1625046701.0,368060190.0,37.822558,-122.45626,18.655772,-0.999303,0.037331,50.0,21.0,6.0,0.898649,289.71985815602835,8.112056737588652,10.0
1625046702.0,368060190.0,37.822561,-122.456369,18.655385,-0.999334,0.036503,50.0,21.0,6.0,0.896174,289.7234042553192,8.11063829787234,10.0
1625046703.0,368060190.0,37.822564,-122.456478,18.654907,-0.999364,0.035646,50.0,21.0,6.0,0.893699,289.7269503546099,8.109219858156028,10.0
1625046704.0,368060190.0,37.822567,-122.456588,18.654339,-0.999396,0.034758,50.0,21.0,6.0,0.891223,289.7304964539007,8.107801418439717,10.0
1625046705.0,368060190.0,37.82257,-122.456697,18.653683,-0.999427,0.033841,50.0,21.0,6.0,0.888748,289.7340425531915,8.106382978723405,10.0
1625046706.0,368060190.0,37.822573,-122.456806,18.652939,-0.999459,0.032894,50.0,21.0,6.0,0.886272,289.73758865248226,8.104964539007092,10.0
1625046707.0,368060190.0,37.822576,-122.456915,18.65211,-0.999491,0.031917,50.0,21.0,6.0,0.883797,289.7411347517731,8.10354609929078,10.0
1625046708.0,368060190.0,37.822579,-122.457024,18.651197,-0.999522,0.030911,50.0,21.0,6.0,0.881321,289.74468085106383,8.102127659574467,10.0
1625046709.0,368060190.0,37.822582,-122.457133,18.650202,-0.999554,0.029874,50.0,21.0,6.0,0.878845,289.7482269503546,8.100709219858157,10.0
1625046710.0,368060190.0,37.822584,-122.457243,18.649126,-0.999585,0.028807,50.0,21.0,6.0,0.87637,289.7517730496454,8.099290780141844,10.0
1625046711.0,368060190.0,37.822587,-122.457352,18.647972,-0.999616,0.027711,50.0,21.0,6.0,0.873894,289.75531914893617,8.097872340425532,10.0
1625046712.0,368060190.0,37.822589,-122.457461,18.646741,-0.999647,0.026584,50.0,21.0,6.0,0.871418,289.7588652482269,8.09645390070922,10.0
1625046713.0,368060190.0,37.822591,-122.45757,18.645435,-0.999677,0.025428,50.0,21.0,6.0,0.868943,289.76241134751774,8.095035460992907,10.0
1625046714.0,368060190.0,37.822593,-122.457679,18.644056,-0.999706,0.024241,50.0,21.0,6.0,0.866467,289.7659574468085,8.093617021276597,10.0
1625046715.0,368060190.0,37.822596,-122.457789,18.642606,-0.999735,0.023025,50.0,21.0,6.0,0.863991,289.7695035460993,8.092198581560282,10.0
1625046716.0,368060190.0,37.822598,-122.457898,18.641087,-0.999763,0.021778,50.0,21.0,6.0,0.861516,289.7730496453901,8.090780141843972,10.0
1625046717.0,368060190.0,37.822599,-122.458007,18.639501,-0.99979,0.020501,50.0,21.0,6.0,0.85904,289.77659574468083,8.08936170212766,10.0
1625046718.0,368060190.0,37.822601,-122.458116,18.63785,-0.999816,0.019194,50.0,21.0,6.0,0.856564,289.78014184397165,8.087943262411347,10.0
1625046719.0,368060190.0,37.822603,-122.458225,18.636137,-0.999841,0.017857,50.0,21.0,6.0,0.854089,289.7836879432624,8.086524822695035,10.0
1625046720.0,368060190.0,37.822604,-122.458334,18.634363,-0.999864,0.01649,50.0,21.0,6.0,0.851613,289.7872340425532,8.085106382978722,10.0
1625046721.0,368060190.0,37.822606,-122.458443,18.632532,-0.999886,0.015093,50.0,21.0,6.0,0.849138,289.790780141844,8.083687943262412,10.0
1625046722.0,368060190.0,37.822607,-122.458553,18.630644,-0.999907,0.013666,50.0,21.0,6.0,0.846662,289.79432624113474,8.0822695035461,10.0
1625046723.0,368060190.0,37.822608,-122.458662,18.628704,-0.999925,0.012208,50.0,21.0,6.0,0.844187,289.7978723404256,8.080851063829787,10.0
1625046724.0,368060190.0,37.822609,-122.458771,18.626713,-0.999943,0.01072,50.0,21.0,6.0,0.841712,289.8014184397163,8.079432624113474,10.0
1625046725.0,368060190.0,37.82261,-122.45888,18.624673,-0.999958,0.009202,50.0,21.0,6.0,0.839237,289.8049645390071,8.078014184397162,10.0
1625046726.0,368060190.0,37.822611,-122.458989,18.622587,-0.999971,0.007653,50.0,21.0,6.0,0.836761,289.8085106382979,8.076595744680851,10.0
1625046727.0,368060190.0,37.822612,-122.459098,18.620459,-0.999982,0.006074,50.0,21.0,6.0,0.834286,289.81205673758865,8.075177304964539,10.0
1625046728.0,368060190.0,37.822612,-122.459207,18.61829,-0.99999,0.004465,50.0,21.0,6.0,0.831811,289.8156028368794,8.073758865248227,10.0
1625046729.0,368060190.0,37.822613,-122.459316,18.616083,-0.999996,0.002826,50.0,21.0,6.0,0.829337,289.8191489361702,8.072340425531914,10.0
1625046730.0,368060190.0,37.822613,-122.459425,18.613841,-0.999999,0.001156,50.0,21.0,6.0,0.826862,289.822695035461,8.070921985815602,10.0
1625046731.0,368060190.0,37.822613,-122.459534,18.611566,-1.0,-0.000544,50.0,21.0,6.0,0.824387,289.8262411347518,8.069503546099291,10.0
1625046732.0,368060190.0,37.822613,-122.459643,18.609263,-0.999997,-0.002275,50.0,21.0,6.0,0.821913,289.82978723404256,8.068085106382979,10.0
1625046733.0,368060190.0,37.822613,-122.459752,18.606933,-0.999992,-0.004036,50.0,21.0,6.0,0.819438,289.8333333333333,8.066666666666666,10.0
1625046734.0,368060190.0,37.822612,-122.459861,18.604579,-0.999983,-0.005828,50.0,21.0,6.0,0.816964,289.83687943262413,8.065248226950354,10.0
1625046735.0,368060190.0,37.822612,-122.45997,18.602205,-0.999971,-0.00765,50.0,21.0,6.0,0.81449,289.8404255319149,8.063829787234042,10.0
1625046736.0,368060190.0,37.822611,-122.460079,18.599814,-0.999955,-0.009502,50.0,21.0,6.0,0.812016,289.84397163120565,8.062411347517731,10.0
1625046737.0,368060190.0,37.82261,-122.460188,18.597409,-0.999935,-0.011386,50.0,21.0,6.0,0.809542,289.84751773049646,8.060992907801419,10.0
1625046738.0,368060190.0,37.822609,-122.460297,18.594992,-0.999912,-0.013299,50.0,21.0,6.0,0.807068,289.8510638297872,8.059574468085106,10.0
1625046739.0,368060190.0,37.822608,-122.460406,18.592568,-0.999884,-0.015243,50.0,21.0,6.0,0.804595,289.85460992907804,8.058156028368794,10.0
1625046740.0,368060190.0,37.822607,-122.460515,18.590139,-0.999852,-0.017218,50.0,21.0,6.0,0.802121,289.8581560283688,8.056737588652481,10.0
1625046741.0,368060190.0,37.822605,-122.460624,18.587709,-0.999815,-0.019223,50.0,21.0,6.0,0.799648,289.8617021276596,8.05531914893617,10.0
1625046742.0,368060190.0,37.822604,-122.460732,18.585281,-0.999774,-0.021259,50.0,21.0,6.0,0.797175,289.8652482269504,8.053900709219858,10.0
1625046743.0,368060190.0,37.822602,-122.460841,18.582859,-0.999728,-0.023325,50.0,21.0,6.0,0.794702,289.8687943262412,8.052482269503546,10.0
1625046744.0,368060190.0,37.8226,-122.46095,18.580478,-0.999677,-0.025408,50.0,21.0,6.0,0.792229,289.8723404255319,8.051063829787234,10.0
1625046745.0,368060190.0,37.822598,-122.461059,18.578269,-0.999623,-0.027452,50.0,21.0,6.0,0.789756,289.8758865248227,8.049645390070921,10.0
1625046746.0,368060190.0,37.822595,-122.461168,18.576259,-0.999566,-0.029442,50.0,21.0,6.0,0.787284,289.87943262411346,8.04822695035461,10.0
1625046747.0,368060190.0,37.822593,-122.461276,18.57444,-0.999508,-0.031379,50.0,21.0,6.0,0.784812,289.8829787234043,8.046808510638296,10.0
1625046748.0,368060190.0,37.82259,-122.461385,18.572809,-0.999447,-0.033263,50.0,21.0,6.0,0.78234,289.88652482269504,8.045390070921986,10.0
1625046749.0,368060190.0,37.822587,-122.461494,18.571358,-0.999384,-0.035093,50.0,21.0,6.0,0.779868,289.8900709219858,8.043971631205673,10.0
1625046750.0,368060190.0,37.822584,-122.461602,18.570083,-0.99932,-0.036869,50.0,21.0,6.0,0.777396,289.8936170212766,8.042553191489361,10.0
1625046751.0,368060190.0,37.822581,-122.461711,18.568978,-0.999255,-0.038592,50.0,21.0,6.0,0.774924,289.89716312056737,8.04113475177305,10.0
1625046752.0,368060190.0,37.822578,-122.46182,18.568038,-0.999189,-0.040261,50.0,21.0,6.0,0.772452,289.90070921985813,8.039716312056736,10.0
1625046753.0,368060190.0,37.822574,-122.461929,18.567258,-0.999123,-0.041876,50.0,21.0,6.0,0.769981,289.90425531914894,8.038297872340426,10.0
1625046754.0,368060190.0,37.822571,-122.462037,18.566633,-0.999056,-0.043438,50.0,21.0,6.0,0.767509,289.9078014184397,8.036879432624113,10.0
1625046755.0,368060190.0,37.822567,-122.462146,18.566159,-0.998989,-0.044946,50.0,21.0,6.0,0.765038,289.9113475177305,8.035460992907801,10.0
1625046756.0,368060190.0,37.822563,-122.462254,18.56583,-0.998923,-0.0464,50.0,21.0,6.0,0.762566,289.9148936170213,8.034042553191489,10.0
1625046757.0,368060190.0,37.822559,-122.462363,18.565644,-0.998857,-0.0478,50.0,21.0,6.0,0.760095,289.91843971631204,8.032624113475176,10.0
1625046758.0,368060190.0,37.822555,-122.462472,18.565594,-0.998792,-0.049146,50.0,21.0,6.0,0.757623,289.92198581560285,8.031205673758866,10.0
1625046759.0,368060190.0,37.822551,-122.46258,18.565679,-0.998727,-0.050439,50.0,21.0,6.0,0.755152,289.9255319148936,8.029787234042553,10.0
1625046760.0,368060190.0,37.822547,-122.462689,18.565892,-0.998664,-0.051677,50.0,21.0,6.0,0.75268,289.9290780141844,8.02836879432624,10.0
1625046761.0,368060190.0,37.822542,-122.462797,18.566232,-0.998602,-0.052862,50.0,21.0,6.0,0.750209,289.9326241134752,8.026950354609928,10.0
1625046762.0,368060190.0,37.822538,-122.462906,18.566693,-0.998541,-0.053992,50.0,21.0,6.0,0.747737,289.93617021276594,8.025531914893616,10.0
1625046763.0,368060190.0,37.822533,-122.463015,18.567274,-0.998483,-0.055069,50.0,21.0,6.0,0.745266,289.9397163120568,8.024113475177305,10.0
1625046764.0,368060190.0,37.822528,-122.463123,18.56797,-0.998426,-0.056092,50.0,21.0,6.0,0.742794,289.9432624113475,8.022695035460993,10.0
