Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1616923835.0,367773740.0,37.85304,-122.47087,8.228458,-0.32285,-0.94645,37.0,12.0,4.0,1.0,0.0,0.0,10.0
1616923836.0,367773740.0,37.853004,-122.470886,8.130525,-0.315712,-0.948855,37.0,12.0,4.0,0.997272,0.0,0.0,10.0
1616923837.0,367773740.0,37.852968,-122.470901,8.033591,-0.308439,-0.951244,37.0,12.0,4.0,0.994578,0.0,0.0,10.0
1616923838.0,367773740.0,37.852933,-122.470915,7.937662,-0.301027,-0.953615,37.0,12.0,4.0,0.991917,0.0,0.0,10.0
1616923839.0,367773740.0,37.852898,-122.470929,7.842744,-0.293475,-0.955967,37.0,12.0,4.0,0.989285,0.0,0.0,10.0
1616923840.0,367773740.0,37.852863,-122.470943,7.748844,-0.285779,-0.958296,37.0,12.0,4.0,0.986681,0.0,0.0,10.0
1616923841.0,367773740.0,37.852829,-122.470956,7.655967,-0.277937,-0.960599,37.0,12.0,4.0,0.9841,0.0,0.0,10.0
1616923842.0,367773740.0,37.852795,-122.470968,7.564121,-0.269948,-0.962875,37.0,12.0,4.0,0.981542,0.0,0.0,10.0
1616923843.0,367773740.0,37.852761,-122.47098,7.473313,-0.261807,-0.96512,37.0,12.0,4.0,0.979003,0.0,0.0,10.0
1616923844.0,367773740.0,37.852728,-122.470991,7.383548,-0.253514,-0.967332,37.0,12.0,4.0,0.976482,0.0,0.0,10.0
1616923845.0,367773740.0,37.852695,-122.471002,7.294835,-0.245066,-0.969506,37.0,12.0,4.0,0.973975,0.0,0.0,10.0
1616923846.0,367773740.0,37.852662,-122.471013,7.207179,-0.23646,-0.971641,37.0,12.0,4.0,0.971481,0.0,0.0,10.0
1616923847.0,367773740.0,37.85263,-122.471023,7.120589,-0.227694,-0.973733,37.0,12.0,4.0,0.968998,0.0,0.0,10.0
1616923848.0,367773740.0,37.852598,-122.471032,7.035071,-0.218767,-0.975777,37.0,12.0,4.0,0.966523,0.0,0.0,10.0
1616923849.0,367773740.0,37.852566,-122.471041,6.950633,-0.209675,-0.977771,37.0,12.0,4.0,0.964055,0.0,0.0,10.0
1616923850.0,367773740.0,37.852534,-122.47105,6.867281,-0.200418,-0.97971,37.0,12.0,4.0,0.961591,0.0,0.0,10.0
1616923851.0,367773740.0,37.852503,-122.471058,6.785024,-0.190993,-0.981591,37.0,12.0,4.0,0.959129,0.0,0.0,10.0
1616923852.0,367773740.0,37.852472,-122.471066,6.703868,-0.181399,-0.98341,37.0,12.0,4.0,0.956668,0.0,0.0,10.0
1616923853.0,367773740.0,37.852442,-122.471073,6.623821,-0.171633,-0.985161,37.0,12.0,4.0,0.954206,0.0,0.0,10.0
1616923854.0,367773740.0,37.852412,-122.471079,6.544891,-0.161695,-0.986841,37.0,12.0,4.0,0.951741,0.0,0.0,10.0
1616923855.0,367773740.0,37.852382,-122.471086,6.467085,-0.151583,-0.988445,37.0,12.0,4.0,0.949271,0.0,0.0,10.0
1616923856.0,367773740.0,37.852352,-122.471091,6.390411,-0.141295,-0.989968,37.0,12.0,4.0,0.946795,0.0,0.0,10.0
1616923857.0,367773740.0,37.852323,-122.471097,6.314876,-0.130832,-0.991405,37.0,12.0,4.0,0.944311,0.0,0.0,10.0
