Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1623822163.0,371518000.0,37.79814,-122.51955,11.464035,0.872663,0.488323,70.0,180.0,28.0,1.0,294.575,4.342777777777778,10.0
1623822164.0,371518000.0,37.798166,-122.519491,11.478103,0.872762,0.488146,70.0,180.0,28.0,0.997736,294.6,4.342222222222222,10.0
1623822165.0,371518000.0,37.798192,-122.519433,11.492029,0.87286,0.487971,70.0,180.0,28.0,0.995469,294.625,4.341666666666667,10.0
1623822166.0,371518000.0,37.798218,-122.519374,11.505814,0.872957,0.487798,70.0,180.0,28.0,0.993199,294.65,4.341111111111111,10.0
1623822167.0,371518000.0,37.798244,-122.519315,11.519457,0.873053,0.487626,70.0,180.0,28.0,0.990926,294.675,4.340555555555556,10.0
1623822168.0,371518000.0,37.79827,-122.519256,11.53296,0.873148,0.487456,70.0,180.0,28.0,0.988651,294.7,4.34,10.0
1623822169.0,371518000.0,37.798296,-122.519197,11.546321,0.873242,0.487287,70.0,180.0,28.0,0.986373,294.725,4.339444444444444,10.0
1623822170.0,371518000.0,37.798322,-122.519138,11.559541,0.873335,0.48712,70.0,180.0,28.0,0.984092,294.75,4.338888888888889,10.0
1623822171.0,371518000.0,37.798348,-122.519079,11.572619,0.873427,0.486954,70.0,180.0,28.0,0.981808,294.775,4.338333333333333,10.0
1623822172.0,371518000.0,37.798374,-122.51902,11.585557,0.873519,0.48679,70.0,180.0,28.0,0.979522,294.8,4.337777777777777,10.0
1623822173.0,371518000.0,37.7984,-122.518961,11.598353,0.873609,0.486628,70.0,180.0,28.0,0.977233,294.825,4.337222222222223,10.0
1623822174.0,371518000.0,37.798426,-122.518901,11.611008,0.873699,0.486467,70.0,180.0,28.0,0.974942,294.85,4.336666666666667,10.0
1623822175.0,371518000.0,37.798452,-122.518842,11.623521,0.873788,0.486308,70.0,180.0,28.0,0.972648,294.875,4.336111111111111,10.0
1623822176.0,371518000.0,37.798478,-122.518783,11.635893,0.873875,0.48615,70.0,180.0,28.0,0.970351,294.9,4.335555555555556,10.0
1623822177.0,371518000.0,37.798505,-122.518723,11.648124,0.873962,0.485994,70.0,180.0,28.0,0.968052,294.925,4.335,10.0
1623822178.0,371518000.0,37.798531,-122.518663,11.660213,0.874048,0.485839,70.0,180.0,28.0,0.965751,294.95,4.334444444444444,10.0
1623822179.0,371518000.0,37.798557,-122.518604,11.672161,0.874134,0.485686,70.0,180.0,28.0,0.963447,294.975,4.333888888888889,10.0
1623822180.0,371518000.0,37.798583,-122.518544,11.683968,0.874218,0.485534,70.0,180.0,28.0,0.96114,295.0,4.333333333333333,10.0
1623822181.0,371518000.0,37.798609,-122.518484,11.695633,0.874301,0.485383,70.0,180.0,28.0,0.958831,295.025,4.332777777777778,10.0
1623822182.0,371518000.0,37.798636,-122.518424,11.707157,0.874384,0.485235,70.0,180.0,28.0,0.95652,295.05,4.332222222222223,10.0
1623822183.0,371518000.0,37.798662,-122.518364,11.71854,0.874466,0.485087,70.0,180.0,28.0,0.954206,295.075,4.331666666666667,10.0
1623822184.0,371518000.0,37.798688,-122.518304,11.729781,0.874547,0.484941,70.0,180.0,28.0,0.95189,295.1,4.331111111111111,10.0
1623822185.0,371518000.0,37.798715,-122.518244,11.740881,0.874627,0.484797,70.0,180.0,28.0,0.949572,295.125,4.330555555555556,10.0
1623822186.0,371518000.0,37.798741,-122.518184,11.751839,0.874706,0.484653,70.0,180.0,28.0,0.947252,295.15,4.33,10.0
1623822187.0,371518000.0,37.798767,-122.518124,11.762656,0.874785,0.484512,70.0,180.0,28.0,0.944929,295.175,4.329444444444444,10.0
1623822188.0,371518000.0,37.798794,-122.518064,11.773331,0.874862,0.484371,70.0,180.0,28.0,0.942604,295.2,4.328888888888889,10.0
1623822189.0,371518000.0,37.79882,-122.518004,11.783865,0.874939,0.484233,70.0,180.0,28.0,0.940277,295.225,4.328333333333333,10.0
1623822190.0,371518000.0,37.798846,-122.517943,11.794258,0.875015,0.484095,70.0,180.0,28.0,0.937948,295.25,4.3277777777777775,10.0
1623822191.0,371518000.0,37.798873,-122.517883,11.804509,0.875091,0.483959,70.0,180.0,28.0,0.935617,295.275,4.327222222222222,10.0
1623822192.0,371518000.0,37.798899,-122.517822,11.814618,0.875165,0.483824,70.0,180.0,28.0,0.933283,295.3,4.326666666666666,10.0
1623822193.0,371518000.0,37.798926,-122.517762,11.824586,0.875239,0.483691,70.0,180.0,28.0,0.930948,295.325,4.326111111111111,10.0
1623822194.0,371518000.0,37.798952,-122.517701,11.834413,0.875312,0.483559,70.0,180.0,28.0,0.92861,295.35,4.325555555555556,10.0
1623822195.0,371518000.0,37.798979,-122.51764,11.844098,0.875384,0.483428,70.0,180.0,28.0,0.926271,295.375,4.325,10.0
1623822196.0,371518000.0,37.799005,-122.51758,11.853642,0.875456,0.483299,70.0,180.0,28.0,0.923929,295.4,4.3244444444444445,10.0
1623822197.0,371518000.0,37.799032,-122.517519,11.863044,0.875526,0.483171,70.0,180.0,28.0,0.921586,295.425,4.323888888888889,10.0
