Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1624347544.0,367362010.0,37.79816,-122.51968,14.287304,0.879942,0.47508,31.0,45.0,14.0,1.0,244.64444444444445,10.0,10.0
1624347545.0,367362010.0,37.798191,-122.519606,14.256939,0.879864,0.475226,31.0,45.0,14.0,0.99738,244.63888888888889,10.0,10.0
1624347546.0,367362010.0,37.798223,-122.519533,14.226973,0.879783,0.475376,31.0,45.0,14.0,0.994765,244.63333333333333,10.0,10.0
1624347547.0,367362010.0,37.798254,-122.51946,14.197405,0.8797,0.475529,31.0,45.0,14.0,0.992156,244.62777777777777,10.0,10.0
1624347548.0,367362010.0,37.798285,-122.519387,14.168235,0.879615,0.475687,31.0,45.0,14.0,0.989552,244.62222222222223,10.0,10.0
1624347549.0,367362010.0,37.798316,-122.519314,14.139464,0.879528,0.475848,31.0,45.0,14.0,0.986954,244.61666666666667,10.0,10.0
1624347550.0,367362010.0,37.798348,-122.519241,14.111092,0.879438,0.476013,31.0,45.0,14.0,0.984361,244.61111111111111,10.0,10.0
1624347551.0,367362010.0,37.798379,-122.519168,14.083117,0.879347,0.476182,31.0,45.0,14.0,0.981773,244.60555555555555,10.0,10.0
1624347552.0,367362010.0,37.79841,-122.519096,14.055542,0.879253,0.476355,31.0,45.0,14.0,0.979191,244.6,10.0,10.0
1624347553.0,367362010.0,37.798441,-122.519023,14.028365,0.879157,0.476533,31.0,45.0,14.0,0.976614,244.59444444444443,10.0,10.0
1624347554.0,367362010.0,37.798472,-122.518951,14.001586,0.879059,0.476714,31.0,45.0,14.0,0.974042,244.5888888888889,10.0,10.0
1624347555.0,367362010.0,37.798502,-122.518879,13.975206,0.878958,0.476899,31.0,45.0,14.0,0.971474,244.5833333333333,10.0,10.0
1624347556.0,367362010.0,37.798533,-122.518807,13.949225,0.878856,0.477088,31.0,45.0,14.0,0.968912,244.57777777777773,10.0,10.0
