Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1625835715.0,338360063.0,37.79756,-122.52034,4.911639,0.939421,-0.342766,36.0,12.0,4.0,1.0,1625835715.0,338398275.0,37.809174,-122.466989,3.509034,-0.435017,0.900422,36.0,10.0,4.0,1.0,1625835715.0,366975760.0,37.815784,-122.462744,9.548041,-0.985557,0.169342,60.0,25.0,9.0,1.0,1625835715.0,367760340.0,37.821892,-122.484841,16.676961,0.964436,0.264317,60.0,0.0,0.0,1.0,2.9722222222222223,0.4458333333333333,10.0
1625835716.0,338360063.0,37.797552,-122.520313,4.955721,0.935829,-0.352454,36.0,12.0,4.0,0.998537,1625835716.0,338398275.0,37.809188,-122.466998,3.645768,-0.405777,0.913972,36.0,10.0,4.0,0.998935,1625835716.0,366975760.0,37.815791,-122.462799,9.547191,-0.986011,0.166683,60.0,25.0,9.0,0.996186,1625835716.0,367760340.0,37.821912,-122.484747,16.675557,0.964332,0.264697,60.0,0.0,0.0,0.998011,2.977777777777778,0.4466666666666667,10.0
1625835717.0,338360063.0,37.797544,-122.520286,4.999677,0.932258,-0.361794,36.0,12.0,4.0,0.997073,1625835717.0,338398275.0,37.809204,-122.467007,3.783836,-0.378806,0.925476,36.0,10.0,4.0,0.997831,1625835717.0,366975760.0,37.815799,-122.462854,9.546346,-0.986457,0.164019,60.0,25.0,9.0,0.992375,1625835717.0,367760340.0,37.821933,-122.484653,16.674123,0.964232,0.265058,60.0,0.0,0.0,0.996023,2.9833333333333334,0.4475,10.0
1625835718.0,338360063.0,37.797536,-122.520259,5.043472,0.928713,-0.3708,36.0,12.0,4.0,0.995607,1625835718.0,338398275.0,37.80922,-122.467015,3.922695,-0.353941,0.935268,36.0,10.0,4.0,0.996687,1625835718.0,366975760.0,37.815806,-122.462909,9.545505,-0.986897,0.16135,60.0,25.0,9.0,0.988568,1625835718.0,367760340.0,37.821953,-122.484559,16.672659,0.964139,0.265399,60.0,0.0,0.0,0.994035,2.988888888888889,0.4483333333333333,10.0
1625835719.0,338360063.0,37.797527,-122.520231,5.087072,0.925199,-0.379483,36.0,12.0,4.0,0.994139,1625835719.0,338398275.0,37.809237,-122.467023,4.061884,-0.331018,0.943625,36.0,10.0,4.0,0.995504,1625835719.0,366975760.0,37.815813,-122.462964,9.544669,-0.987331,0.158676,60.0,25.0,9.0,0.984765,1625835719.0,367760340.0,37.821974,-122.484465,16.671164,0.96405,0.26572,60.0,0.0,0.0,0.992047,2.9944444444444445,0.4491666666666667,10.0
1625835720.0,338360063.0,37.797518,-122.520204,5.130444,0.92172,-0.387855,36.0,12.0,4.0,0.992671,1625835720.0,338398275.0,37.809255,-122.467031,4.201006,-0.309878,0.950776,36.0,10.0,4.0,0.994284,1625835720.0,366975760.0,37.81582,-122.463019,9.543839,-0.987757,0.155998,60.0,25.0,9.0,0.980965,1625835720.0,367760340.0,37.821994,-122.48437,16.669638,0.963967,0.266021,60.0,0.0,0.0,0.99006,3.0,0.45,10.0
1625835721.0,338360063.0,37.797509,-122.520176,5.17356,0.918282,-0.395927,36.0,12.0,4.0,0.991201,1625835721.0,338398275.0,37.809273,-122.467039,4.339725,-0.290372,0.956914,36.0,10.0,4.0,0.993026,1625835721.0,366975760.0,37.815827,-122.463075,9.543013,-0.988177,0.153314,60.0,25.0,9.0,0.977169,1625835721.0,367760340.0,37.822015,-122.484276,16.668081,0.963889,0.266303,60.0,0.0,0.0,0.988072,3.0055555555555555,0.4508333333333333,10.0
1625835722.0,338360063.0,37.797499,-122.520148,5.216388,0.914887,-0.403709,36.0,12.0,4.0,0.989731,1625835722.0,338398275.0,37.809292,-122.467046,4.47775,-0.27236,0.962195,36.0,10.0,4.0,0.991731,1625835722.0,366975760.0,37.815834,-122.46313,9.542193,-0.988591,0.150626,60.0,25.0,9.0,0.973376,1625835722.0,367760340.0,37.822035,-122.484182,16.666492,0.963817,0.266565,60.0,0.0,0.0,0.986085,3.011111111111111,0.4516666666666667,10.0
1625835723.0,338360063.0,37.79749,-122.52012,5.258902,0.911539,-0.411214,36.0,12.0,4.0,0.98826,1625835723.0,338398275.0,37.809312,-122.467053,4.614831,-0.255715,0.966752,36.0,10.0,4.0,0.9904,1625835723.0,366975760.0,37.81584,-122.463185,9.541379,-0.988997,0.147933,60.0,25.0,9.0,0.969588,1625835723.0,367760340.0,37.822056,-122.484088,16.664871,0.96375,0.266808,60.0,0.0,0.0,0.984098,3.0166666666666666,0.4525,10.0
1625835724.0,338360063.0,37.79748,-122.520092,5.301076,0.90824,-0.418449,36.0,12.0,4.0,0.986787,1625835724.0,338398275.0,37.809333,-122.46706,4.750752,-0.240318,0.970694,36.0,10.0,4.0,0.989033,1625835724.0,366975760.0,37.815847,-122.46324,9.54057,-0.989397,0.145235,60.0,25.0,9.0,0.965803,1625835724.0,367760340.0,37.822076,-122.483994,16.663217,0.963688,0.26703,60.0,0.0,0.0,0.982112,3.022222222222222,0.4533333333333333,10.0
