Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1632997177.0,338170143.0,37.850145,-122.463183,6.680747,-0.398834,-0.917023,37.0,11.0,5.0,1.0,1632997177.0,366864140.0,37.821436,-122.478801,12.332688,-0.99724,0.074239,60.0,17.0,4.0,1.0,1632997177.0,366976780.0,37.813767,-122.459148,11.699182,-0.992226,0.12445,60.0,21.0,7.0,1.0,1632997177.0,367768930.0,37.84898,-122.47191,17.381908,-0.09609,-0.995373,37.0,10.0,0.0,1.0,26.616666666666667,1.330833333333333,10.0
1632997178.0,338170143.0,37.850117,-122.463198,6.680329,-0.398785,-0.917044,37.0,11.0,5.0,0.996282,1632997178.0,366864140.0,37.82144,-122.478873,12.32227,-0.996822,0.079659,60.0,17.0,4.0,0.993153,1632997178.0,366976780.0,37.813773,-122.459216,11.701353,-0.992057,0.125792,60.0,21.0,7.0,0.996006,1632997178.0,367768930.0,37.8489,-122.47192,17.371295,-0.089086,-0.996024,37.0,10.0,0.0,0.996279,26.633333333333333,1.3316666666666668,10.0
1632997179.0,338170143.0,37.850089,-122.463214,6.67995,-0.398737,-0.917065,37.0,11.0,5.0,0.992563,1632997179.0,366864140.0,37.821444,-122.478945,12.311907,-0.996363,0.085204,60.0,17.0,4.0,0.986314,1632997179.0,366976780.0,37.81378,-122.459284,11.703454,-0.99189,0.127098,60.0,21.0,7.0,0.992011,1632997179.0,367768930.0,37.84882,-122.471929,17.361675,-0.082146,-0.99662,37.0,10.0,0.0,0.992558,26.65,1.3325,10.0
1632997180.0,338170143.0,37.85006,-122.463229,6.679608,-0.398689,-0.917086,37.0,11.0,5.0,0.988846,1632997180.0,366864140.0,37.821449,-122.479017,12.301625,-0.995862,0.090876,60.0,17.0,4.0,0.979484,1632997180.0,366976780.0,37.813787,-122.459352,11.705484,-0.991727,0.128367,60.0,21.0,7.0,0.988015,1632997180.0,367768930.0,37.84874,-122.471937,17.353024,-0.07527,-0.997163,37.0,10.0,0.0,0.988836,26.666666666666668,1.3333333333333337,10.0
1632997181.0,338170143.0,37.850032,-122.463245,6.679304,-0.398641,-0.917107,37.0,11.0,5.0,0.985128,1632997181.0,366864140.0,37.821455,-122.479088,12.291451,-0.995316,0.096673,60.0,17.0,4.0,0.972663,1632997181.0,366976780.0,37.813794,-122.45942,11.707441,-0.991566,0.1296,60.0,21.0,7.0,0.984019,1632997181.0,367768930.0,37.84866,-122.471945,17.345314,-0.06846,-0.997654,37.0,10.0,0.0,0.985112,26.683333333333334,1.3341666666666667,10.0
1632997182.0,338170143.0,37.850003,-122.463261,6.679038,-0.398594,-0.917128,37.0,11.0,5.0,0.98141,1632997182.0,366864140.0,37.82146,-122.47916,12.281352,-0.994727,0.102557,60.0,17.0,4.0,0.96585,1632997182.0,366976780.0,37.813801,-122.459488,11.709324,-0.991409,0.130796,60.0,21.0,7.0,0.980022,1632997182.0,367768930.0,37.84858,-122.471952,17.338521,-0.061717,-0.998094,37.0,10.0,0.0,0.981388,26.7,1.3350000000000002,10.0
1632997183.0,338170143.0,37.849975,-122.463276,6.67881,-0.398547,-0.917148,37.0,11.0,5.0,0.977693,1632997183.0,366864140.0,37.821466,-122.479232,12.271101,-0.994111,0.108368,60.0,17.0,4.0,0.959048,1632997183.0,366976780.0,37.813808,-122.459556,11.711131,-0.991256,0.131955,60.0,21.0,7.0,0.976024,1632997183.0,367768930.0,37.8485,-122.471958,17.332617,-0.055041,-0.998484,37.0,10.0,0.0,0.977662,26.716666666666665,1.3358333333333334,10.0
1632997184.0,338170143.0,37.849947,-122.463292,6.678619,-0.398501,-0.917168,37.0,11.0,5.0,0.973976,1632997184.0,366864140.0,37.821472,-122.479303,12.260616,-0.993473,0.114066,60.0,17.0,4.0,0.952254,1632997184.0,366976780.0,37.813815,-122.459624,11.712861,-0.991106,0.133078,60.0,21.0,7.0,0.972026,1632997184.0,367768930.0,37.84842,-122.471964,17.327578,-0.048435,-0.998826,37.0,10.0,0.0,0.973936,26.73333333333333,1.336666666666667,10.0
1632997185.0,338170143.0,37.849918,-122.463307,6.678467,-0.398456,-0.917188,37.0,11.0,5.0,0.970259,1632997185.0,366864140.0,37.821478,-122.479374,12.249873,-0.992816,0.119652,60.0,17.0,4.0,0.945471,1632997185.0,366976780.0,37.813823,-122.459692,11.714513,-0.990959,0.134165,60.0,21.0,7.0,0.968028,1632997185.0,367768930.0,37.84834,-122.471969,17.323378,-0.0419,-0.999122,37.0,10.0,0.0,0.970208,26.75,1.3375,10.0
1632997186.0,338170143.0,37.84989,-122.463323,6.678352,-0.398411,-0.917207,37.0,11.0,5.0,0.966542,1632997186.0,366864140.0,37.821485,-122.479446,12.238849,-0.992141,0.125126,60.0,17.0,4.0,0.938699,1632997186.0,366976780.0,37.81383,-122.45976,11.716084,-0.990816,0.135215,60.0,21.0,7.0,0.964028,1632997186.0,367768930.0,37.848259,-122.471973,17.319992,-0.035436,-0.999372,37.0,10.0,0.0,0.966479,26.766666666666666,1.3383333333333334,10.0
1632997187.0,338170143.0,37.849862,-122.463339,6.678275,-0.398366,-0.917226,37.0,11.0,5.0,0.962825,1632997187.0,366864140.0,37.821492,-122.479517,12.22752,-0.99145,0.130488,60.0,17.0,4.0,0.931937,1632997187.0,366976780.0,37.813837,-122.459828,11.717573,-0.990677,0.136229,60.0,21.0,7.0,0.960029,1632997187.0,367768930.0,37.848179,-122.471976,17.317394,-0.029045,-0.999578,37.0,10.0,0.0,0.962749,26.78333333333333,1.3391666666666668,10.0
1632997188.0,338170143.0,37.849833,-122.463354,6.678236,-0.398322,-0.917246,37.0,11.0,5.0,0.959109,1632997188.0,366864140.0,37.8215,-122.479588,12.215865,-0.990745,0.135739,60.0,17.0,4.0,0.925186,1632997188.0,366976780.0,37.813844,-122.459896,11.71898,-0.990542,0.137207,60.0,21.0,7.0,0.956029,1632997188.0,367768930.0,37.848099,-122.471979,17.31556,-0.022727,-0.999742,37.0,10.0,0.0,0.959018,26.8,1.34,10.0
1632997189.0,338170143.0,37.849805,-122.46337,6.678235,-0.398279,-0.917264,37.0,11.0,5.0,0.955392,1632997189.0,366864140.0,37.821507,-122.479659,12.203861,-0.990027,0.140879,60.0,17.0,4.0,0.918446,1632997189.0,366976780.0,37.813852,-122.459964,11.720303,-0.990411,0.138149,60.0,21.0,7.0,0.952028,1632997189.0,367768930.0,37.848019,-122.471982,17.314464,-0.016483,-0.999864,37.0,10.0,0.0,0.955286,26.816666666666663,1.340833333333333,10.0
1632997190.0,338170143.0,37.849777,-122.463385,6.678272,-0.398236,-0.917283,37.0,11.0,5.0,0.951676,1632997190.0,366864140.0,37.821515,-122.479729,12.191486,-0.989298,0.145909,60.0,17.0,4.0,0.911719,1632997190.0,366976780.0,37.813859,-122.460032,11.72154,-0.990285,0.139055,60.0,21.0,7.0,0.948027,1632997190.0,367768930.0,37.847939,-122.471983,17.314082,-0.010315,-0.999947,37.0,10.0,0.0,0.951552,26.83333333333333,1.3416666666666668,10.0
1632997191.0,338170143.0,37.849748,-122.463401,6.678346,-0.398193,-0.917302,37.0,11.0,5.0,0.947959,1632997191.0,366864140.0,37.821524,-122.4798,12.17872,-0.98856,0.150828,60.0,17.0,4.0,0.905003,1632997191.0,366976780.0,37.813867,-122.4601,11.722691,-0.990162,0.139924,60.0,21.0,7.0,0.944026,1632997191.0,367768930.0,37.847859,-122.471984,17.31439,-0.004222,-0.999991,37.0,10.0,0.0,0.947817,26.85,1.3425,10.0
