Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1626116400.0,366864850.0,37.837926,-122.453939,4.437171,0.990495,-0.137549,60.0,19.0,10.0,1.0,1626116400.0,368052630.0,37.826316,-122.474264,9.968723,-0.616828,-0.787098,60.0,42.0,10.0,0.928354,1626116400.0,368180460.0,37.815895,-122.485109,8.489969,0.992954,0.118497,52.0,34.0,10.0,1.0,1626116400.0,369703000.0,37.81576,-122.484042,8.774011,0.993104,0.11724,31.0,38.0,12.0,1.0,273.8888888888889,9.77777777777778,10.0
1626116401.0,366864850.0,37.837923,-122.453913,4.473481,0.987929,-0.154906,60.0,19.0,10.0,0.998916,1626116401.0,368052630.0,37.82628,-122.4743,9.933398,-0.617122,-0.786867,60.0,42.0,10.0,0.927608,1626116401.0,368180460.0,37.8159,-122.48506,8.50823,0.992999,0.118123,52.0,34.0,10.0,0.998087,1626116401.0,369703000.0,37.815765,-122.483991,8.781524,0.993021,0.117937,31.0,38.0,12.0,0.99802,273.8981481481481,9.77962962962963,10.0
1626116402.0,366864850.0,37.83792,-122.453887,4.511885,0.985046,-0.172293,60.0,19.0,10.0,0.997815,1626116402.0,368052630.0,37.826244,-122.474336,9.89752,-0.617421,-0.786633,60.0,42.0,10.0,0.926877,1626116402.0,368180460.0,37.815905,-122.485011,8.526563,0.99303,0.117859,52.0,34.0,10.0,0.99617,1626116402.0,369703000.0,37.81577,-122.48394,8.788784,0.992925,0.118746,31.0,38.0,12.0,0.996037,273.9074074074074,9.781481481481482,10.0
1626116403.0,366864850.0,37.837916,-122.453861,4.552434,0.981845,-0.189684,60.0,19.0,10.0,0.996698,1626116403.0,368052630.0,37.826208,-122.474372,9.861774,-0.617722,-0.786396,60.0,42.0,10.0,0.92616,1626116403.0,368180460.0,37.815909,-122.484961,8.544622,0.993058,0.117627,52.0,34.0,10.0,0.994249,1626116403.0,369703000.0,37.815775,-122.483889,8.795905,0.992825,0.119577,31.0,38.0,12.0,0.994054,273.9166666666667,9.783333333333331,10.0
1626116404.0,366864850.0,37.837912,-122.453835,4.595178,0.97833,-0.207051,60.0,19.0,10.0,0.995563,1626116404.0,368052630.0,37.826172,-122.474407,9.82616,-0.618025,-0.786159,60.0,42.0,10.0,0.925457,1626116404.0,368180460.0,37.815914,-122.484911,8.562406,0.993082,0.117427,52.0,34.0,10.0,0.992323,1626116404.0,369703000.0,37.81578,-122.483838,8.802914,0.992725,0.120404,31.0,38.0,12.0,0.992069,273.9259259259259,9.785185185185185,10.0
1626116405.0,366864850.0,37.837908,-122.453809,4.640163,0.974504,-0.224369,60.0,19.0,10.0,0.99441,1626116405.0,368052630.0,37.826136,-122.474443,9.790679,-0.618329,-0.78592,60.0,42.0,10.0,0.924768,1626116405.0,368180460.0,37.815919,-122.484861,8.579915,0.993102,0.117257,52.0,34.0,10.0,0.990394,1626116405.0,369703000.0,37.815785,-122.483787,8.809811,0.992625,0.121229,31.0,38.0,12.0,0.990083,273.9351851851852,9.787037037037036,10.0
1626116406.0,366864850.0,37.837903,-122.453782,4.687434,0.970373,-0.241611,60.0,19.0,10.0,0.99324,1626116406.0,368052630.0,37.826101,-122.474478,9.75533,-0.618634,-0.785679,60.0,42.0,10.0,0.924092,1626116406.0,368180460.0,37.815923,-122.484812,8.597149,0.993118,0.11712,52.0,34.0,10.0,0.988461,1626116406.0,369703000.0,37.81579,-122.483735,8.816597,0.992524,0.122052,31.0,38.0,12.0,0.988095,273.94444444444446,9.78888888888889,10.0
1626116407.0,366864850.0,37.837897,-122.453756,4.73703,0.965943,-0.258754,60.0,19.0,10.0,0.992051,1626116407.0,368052630.0,37.826065,-122.474514,9.720114,-0.618941,-0.785437,60.0,42.0,10.0,0.923431,1626116407.0,368180460.0,37.815928,-122.484762,8.614108,0.99313,0.117013,52.0,34.0,10.0,0.986523,1626116407.0,369703000.0,37.815795,-122.483684,8.823271,0.992423,0.122872,31.0,38.0,12.0,0.986105,273.9537037037037,9.79074074074074,10.0
1626116408.0,366864850.0,37.837892,-122.453729,4.788991,0.961223,-0.275772,60.0,19.0,10.0,0.990843,1626116408.0,368052630.0,37.82603,-122.474549,9.685031,-0.61925,-0.785194,60.0,42.0,10.0,0.922783,1626116408.0,368180460.0,37.815933,-122.484711,8.630792,0.993139,0.116936,52.0,34.0,10.0,0.984582,1626116408.0,369703000.0,37.8158,-122.483633,8.829832,0.992321,0.123689,31.0,38.0,12.0,0.984115,273.962962962963,9.792592592592593,10.0
1626116409.0,366864850.0,37.837886,-122.453702,4.843351,0.956222,-0.292643,60.0,19.0,10.0,0.989617,1626116409.0,368052630.0,37.825995,-122.474584,9.65008,-0.61956,-0.784949,60.0,42.0,10.0,0.92215,1626116409.0,368180460.0,37.815937,-122.484661,8.6472,0.993145,0.116891,52.0,34.0,10.0,0.982637,1626116409.0,369703000.0,37.815805,-122.483582,8.836282,0.992219,0.124504,31.0,38.0,12.0,0.982123,273.97222222222223,9.794444444444444,10.0
