Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,Timestamp,MMSI,Latitude,Longitude,Speed,Course-sin,Course-cos,Length,Width,Vesseltype,Distance,WindDirection,WindSpeed,Visibility
1632487941.0,319047600.0,37.850311,-122.474659,6.8887,-0.162126,-0.98677,0.0,33.0,0.0,1.0,1632487941.0,319082700.0,37.850268,-122.47469,7.150955,-0.214842,-0.976649,0.0,0.0,0.0,1.0,1632487941.0,338157948.0,37.85249,-122.46365,8.956161,0.343241,-0.939247,36.0,11.0,0.0,1.0,1632487941.0,338215868.0,37.840688,-122.450139,6.544617,0.637333,-0.770589,36.0,12.0,3.0,1.0,1632487941.0,338246396.0,37.815989,-122.462169,6.07675,0.95782,-0.287369,36.0,12.0,4.0,1.0,1632487941.0,366864140.0,37.821359,-122.485445,1.609757,0.999862,0.016641,60.0,17.0,4.0,1.0,1632487941.0,366864850.0,37.823586,-122.473378,9.812001,0.999722,0.023578,60.0,19.0,10.0,1.0,1632487941.0,366975760.0,37.813566,-122.440885,10.326398,-0.999017,0.044317,60.0,25.0,9.0,1.0,1632487941.0,368557000.0,37.81091,-122.448285,9.13173,-0.993206,-0.116371,60.0,15.0,5.0,1.0,339.89166666666665,4.989166666666667,10.0
1632487942.0,319047600.0,37.850279,-122.474666,6.929374,-0.160643,-0.987013,0.0,33.0,0.0,0.993191,1632487942.0,319082700.0,37.850236,-122.474699,7.136479,-0.207884,-0.978154,0.0,0.0,0.0,0.992933,1632487942.0,338157948.0,37.852451,-122.463632,8.838239,0.338325,-0.941029,36.0,11.0,0.0,0.996666,1632487942.0,338215868.0,37.840665,-122.450114,6.542986,0.63528,-0.772282,36.0,12.0,3.0,0.995092,1632487942.0,338246396.0,37.815981,-122.462135,6.068699,0.958115,-0.286383,36.0,12.0,4.0,0.995004,1632487942.0,366864140.0,37.821359,-122.485436,1.681252,0.99934,0.036336,60.0,17.0,4.0,0.999066,1632487942.0,366864850.0,37.823587,-122.47332,9.815408,0.999674,0.025545,60.0,19.0,10.0,0.995135,1632487942.0,366975760.0,37.813568,-122.440946,10.308933,-0.998995,0.04482,60.0,25.0,9.0,0.994712,1632487942.0,368557000.0,37.810905,-122.448338,9.135516,-0.992994,-0.118165,60.0,15.0,5.0,0.995218,339.89444444444445,4.989444444444445,10.0
1632487943.0,319047600.0,37.850248,-122.474672,6.967955,-0.159042,-0.987272,0.0,33.0,0.0,0.986344,1632487943.0,319082700.0,37.850204,-122.474707,7.122186,-0.200963,-0.979599,0.0,0.0,0.0,0.985869,1632487943.0,338157948.0,37.852413,-122.463614,8.721185,0.333303,-0.94282,36.0,11.0,0.0,0.993481,1632487943.0,338215868.0,37.840641,-122.45009,6.541417,0.633229,-0.773964,36.0,12.0,3.0,0.990187,1632487943.0,338246396.0,37.815973,-122.462101,6.060283,0.958429,-0.285332,36.0,12.0,4.0,0.990018,1632487943.0,366864140.0,37.821359,-122.485426,1.754899,0.998494,0.054864,60.0,17.0,4.0,0.99809,1632487943.0,366864850.0,37.823588,-122.473263,9.819567,0.999622,0.027489,60.0,19.0,10.0,0.990269,1632487943.0,366975760.0,37.81357,-122.441006,10.291626,-0.998972,0.045325,60.0,25.0,9.0,0.989434,1632487943.0,368557000.0,37.8109,-122.448391,9.139454,-0.992776,-0.119979,60.0,15.0,5.0,0.990434,339.89722222222224,4.989722222222222,10.0
1632487944.0,319047600.0,37.850216,-122.474679,7.004445,-0.157323,-0.987547,0.0,33.0,0.0,0.979459,1632487944.0,319082700.0,37.850171,-122.474716,7.108066,-0.194082,-0.980985,0.0,0.0,0.0,0.97881,1632487944.0,338157948.0,37.852375,-122.463597,8.605001,0.328169,-0.944619,36.0,11.0,0.0,0.990439,1632487944.0,338215868.0,37.840618,-122.450066,6.539908,0.631179,-0.775637,36.0,12.0,3.0,0.985285,1632487944.0,338246396.0,37.815965,-122.462067,6.051504,0.95876,-0.284216,36.0,12.0,4.0,0.985042,1632487944.0,366864140.0,37.82136,-122.485416,1.830668,0.997383,0.072301,60.0,17.0,4.0,0.997072,1632487944.0,366864850.0,37.823589,-122.473205,9.824475,0.999567,0.02941,60.0,19.0,10.0,0.9854,1632487944.0,366975760.0,37.813572,-122.441066,10.274474,-0.998949,0.045831,60.0,25.0,9.0,0.984164,1632487944.0,368557000.0,37.810895,-122.448445,9.143547,-0.992553,-0.121813,60.0,15.0,5.0,0.985649,339.9,4.99,10.0
1632487945.0,319047600.0,37.850184,-122.474685,7.03885,-0.155486,-0.987838,0.0,33.0,0.0,0.97254,1632487945.0,319082700.0,37.850139,-122.474724,7.094109,-0.18724,-0.982314,0.0,0.0,0.0,0.971754,1632487945.0,338157948.0,37.852337,-122.463581,8.489695,0.322922,-0.946426,36.0,11.0,0.0,0.987532,1632487945.0,338215868.0,37.840595,-122.450042,6.53846,0.629131,-0.777299,36.0,12.0,3.0,0.980385,1632487945.0,338246396.0,37.815957,-122.462033,6.042364,0.959109,-0.283035,36.0,12.0,4.0,0.980076,1632487945.0,366864140.0,37.82136,-122.485405,1.908531,0.996057,0.08872,60.0,17.0,4.0,0.996011,1632487945.0,366864850.0,37.82359,-122.473148,9.830132,0.99951,0.031308,60.0,19.0,10.0,0.980529,1632487945.0,366975760.0,37.813574,-122.441126,10.25748,-0.998926,0.04634,60.0,25.0,9.0,0.978903,1632487945.0,368557000.0,37.81089,-122.448498,9.147795,-0.992324,-0.123667,60.0,15.0,5.0,0.980863,339.90277777777777,4.990277777777778,10.0
1632487946.0,319047600.0,37.850152,-122.474692,7.071174,-0.153531,-0.988144,0.0,33.0,0.0,0.965587,1632487946.0,319082700.0,37.850107,-122.474732,7.080306,-0.180439,-0.983586,0.0,0.0,0.0,0.964703,1632487946.0,338157948.0,37.8523,-122.463565,8.37527,0.317558,-0.948239,36.0,11.0,0.0,0.984755,1632487946.0,338215868.0,37.840571,-122.450017,6.537071,0.627085,-0.778951,36.0,12.0,3.0,0.975487,1632487946.0,338246396.0,37.815949,-122.461999,6.032864,0.959477,-0.281789,36.0,12.0,4.0,0.97512,1632487946.0,366864140.0,37.821361,-122.485394,1.988462,0.994557,0.104191,60.0,17.0,4.0,0.994907,1632487946.0,366864850.0,37.823592,-122.47309,9.836536,0.999449,0.033181,60.0,19.0,10.0,0.975654,1632487946.0,366975760.0,37.813576,-122.441186,10.240642,-0.998902,0.046849,60.0,25.0,9.0,0.973651,1632487946.0,368557000.0,37.810885,-122.448551,9.152199,-0.992088,-0.125541,60.0,15.0,5.0,0.976075,339.9055555555556,4.990555555555556,10.0
1632487947.0,319047600.0,37.850119,-122.474698,7.101424,-0.151457,-0.988464,0.0,33.0,0.0,0.958602,1632487947.0,319082700.0,37.850075,-122.474739,7.066647,-0.173679,-0.984802,0.0,0.0,0.0,0.957655,1632487947.0,338157948.0,37.852263,-122.463549,8.261733,0.312073,-0.950058,36.0,11.0,0.0,0.9821,1632487947.0,338215868.0,37.840548,-122.449993,6.535742,0.62504,-0.780593,36.0,12.0,3.0,0.970592,1632487947.0,338246396.0,37.815941,-122.461965,6.023005,0.959861,-0.280475,36.0,12.0,4.0,0.970174,1632487947.0,366864140.0,37.821362,-122.485383,2.070438,0.992921,0.118778,60.0,17.0,4.0,0.993757,1632487947.0,366864850.0,37.823593,-122.473033,9.843686,0.999386,0.035031,60.0,19.0,10.0,0.970777,1632487947.0,366975760.0,37.813579,-122.441246,10.223961,-0.998878,0.047361,60.0,25.0,9.0,0.968407,1632487947.0,368557000.0,37.810879,-122.448604,9.15676,-0.991847,-0.127434,60.0,15.0,5.0,0.971285,339.90833333333336,4.990833333333334,10.0
1632487948.0,319047600.0,37.850087,-122.474704,7.129604,-0.149265,-0.988797,0.0,33.0,0.0,0.951589,1632487948.0,319082700.0,37.850042,-122.474746,7.053124,-0.166962,-0.985963,0.0,0.0,0.0,0.950612,1632487948.0,338157948.0,37.852227,-122.463534,8.149088,0.306464,-0.951882,36.0,11.0,0.0,0.979563,1632487948.0,338215868.0,37.840524,-122.44997,6.534472,0.622997,-0.782225,36.0,12.0,3.0,0.965699,1632487948.0,338246396.0,37.815933,-122.461931,6.01279,0.960264,-0.279095,36.0,12.0,4.0,0.965239,1632487948.0,366864140.0,37.821363,-122.485371,2.154437,0.991177,0.132542,60.0,17.0,4.0,0.992562,1632487948.0,366864850.0,37.823595,-122.472975,9.851582,0.999321,0.036856,60.0,19.0,10.0,0.965895,1632487948.0,366975760.0,37.813581,-122.441306,10.207437,-0.998853,0.047874,60.0,25.0,9.0,0.963172,1632487948.0,368557000.0,37.810874,-122.448657,9.161479,-0.991599,-0.129347,60.0,15.0,5.0,0.966494,339.9111111111111,4.991111111111112,10.0
1632487949.0,319047600.0,37.850054,-122.474711,7.155721,-0.146954,-0.989143,0.0,33.0,0.0,0.944547,1632487949.0,319082700.0,37.85001,-122.474753,7.039726,-0.160288,-0.98707,0.0,0.0,0.0,0.943572,1632487949.0,338157948.0,37.852191,-122.46352,8.037342,0.300728,-0.95371,36.0,11.0,0.0,0.977135,1632487949.0,338215868.0,37.8405,-122.449946,6.53326,0.620955,-0.783846,36.0,12.0,3.0,0.960808,1632487949.0,338246396.0,37.815925,-122.461897,6.002219,0.960683,-0.277647,36.0,12.0,4.0,0.960314,1632487949.0,366864140.0,37.821365,-122.485358,2.24044,0.989352,0.14554,60.0,17.0,4.0,0.99132,1632487949.0,366864850.0,37.823597,-122.472918,9.86022,0.999253,0.038656,60.0,19.0,10.0,0.96101,1632487949.0,366975760.0,37.813583,-122.441366,10.19107,-0.998829,0.048389,60.0,25.0,9.0,0.957945,1632487949.0,368557000.0,37.810868,-122.44871,9.166358,-0.991345,-0.131279,60.0,15.0,5.0,0.961701,339.9138888888889,4.991388888888888,10.0
1632487950.0,319047600.0,37.850021,-122.474717,7.179782,-0.144522,-0.989502,0.0,33.0,0.0,0.93748,1632487950.0,319082700.0,37.849978,-122.47476,7.026444,-0.153658,-0.988124,0.0,0.0,0.0,0.936537,1632487950.0,338157948.0,37.852155,-122.463505,7.926501,0.294861,-0.95554,36.0,11.0,0.0,0.974812,1632487950.0,338215868.0,37.840477,-122.449922,6.532107,0.618916,-0.785457,36.0,12.0,3.0,0.95592,1632487950.0,338246396.0,37.815918,-122.461864,5.991296,0.96112,-0.27613,36.0,12.0,4.0,0.955401,1632487950.0,366864140.0,37.821366,-122.485345,2.328427,0.987467,0.157823,60.0,17.0,4.0,0.990031,1632487950.0,366864850.0,37.823598,-122.47286,9.869601,0.999182,0.04043,60.0,19.0,10.0,0.95612,1632487950.0,366975760.0,37.813585,-122.441425,10.174859,-0.998803,0.048906,60.0,25.0,9.0,0.952727,1632487950.0,368557000.0,37.810863,-122.448764,9.171398,-0.991085,-0.133231,60.0,15.0,5.0,0.956907,339.9166666666667,4.991666666666667,10.0
